group_id,family_name,origin,chrs,cardinality_formal,cardinality_abs,A,B,D,synteny,TE,HC.LC,source
11438,OG0008698,ABD,6,1:1:1,1:1:1,TraesCS6A01G249800,TraesCS6B01G275600,TraesCS6D01G231500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11440,OG0008691,ABD,3,1:1:1,1:1:1,TraesCS3A01G370000,TraesCS3B01G401900,TraesCS3D01G362900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11441,OG0008687,ABD,4,1:1:1,1:1:1,TraesCS4A01G201000,TraesCS4B01G114500,TraesCS4D01G111800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11442,OG0008682,ABD,6,1:1:1,1:1:1,TraesCS6A01G326400,TraesCS6B01G357000,TraesCS6D01G306200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11443,OG0008606,ABD,1,1:1:1,1:1:1,TraesCS1A01G005600,TraesCS1B01G007800,TraesCS1D01G002300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11445,OG0008595,ABD,2,1:1:1,1:1:1,TraesCS2A01G272900,TraesCS2B01G291100,TraesCS2D01G272200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11446,OG0008589,ABD,2,1:1:1,1:1:1,TraesCS2A01G256900,TraesCS2B01G285700,TraesCS2D01G265900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11447,OG0008583,ABD,4,1:1:1,1:1:1,TraesCS4A01G411600,TraesCS4B01G311700,TraesCS4D01G309500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11450,OG0008610,ABD,4,1:1:1,1:1:1,TraesCS4A01G135700,TraesCS4B01G169500,TraesCS4D01G171500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
11451,OG0008607,ABD,3,1:1:1,1:1:1,TraesCS3A01G173000,TraesCS3B01G203700,TraesCS3D01G179200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
11452,OG0008577,ABD,3,1:1:1,1:1:1,TraesCS3A01G156200,TraesCS3B01G182800,TraesCS3D01G164000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11453,OG0008570,ABD,5,1:1:1,1:1:1,TraesCS5A01G164300,TraesCS5B01G161800,TraesCS5D01G169200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11454,OG0008602,ABD,6,1:1:1,1:1:1,TraesCS6A01G240600,TraesCS6B01G284100,TraesCS6D01G222800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11455,OG0008564,ABD,3,1:1:1,1:1:1,TraesCS3A01G374900,TraesCS3B01G407100,TraesCS3D01G367400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11456,OG0008598,ABD,7,1:1:1,1:1:1,TraesCS7A01G264000,TraesCS7B01G162000,TraesCS7D01G264900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11457,OG0008596,ABD,4,1:1:1,1:1:1,TraesCS4A01G297300,TraesCS4B01G016400,TraesCS4D01G014800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11458,OG0008557,ABD,3,1:1:1,1:1:1,TraesCS3A01G439800,TraesCS3B01G473800,TraesCS3D01G432600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11459,OG0008592,ABD,7,1:1:1,1:1:1,TraesCS7A01G432100,TraesCS7B01G332300,TraesCS7D01G423800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11460,OG0008590,ABD,5,1:1:1,1:1:1,TraesCS5A01G099300,TraesCS5B01G104600,TraesCS5D01G111600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11461,OG0008586,ABD,7,1:1:1,1:1:1,TraesCS7A01G517000,TraesCS7B01G433300,TraesCS7D01G507200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11463,OG0008572,ABD,5,1:1:1,1:1:1,TraesCS5A01G469400,TraesCS5B01G481900,TraesCS5D01G482200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11464,OG0008580,ABD,7,1:1:1,1:1:1,TraesCS7A01G370500,TraesCS7B01G257500,TraesCS7D01G352500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11467,OG0008543,ABD,4,1:1:1,1:1:1,TraesCS4A01G255700,TraesCS4B01G059500,TraesCS4D01G059000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11468,OG0008597,ABD,3,1:1:1,1:1:1,TraesCS3A01G507500,TraesCS3B01G575600,TraesCS3D01G514900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
11469,OG0008578,ABD,3,1:1:1,1:1:1,TraesCS3A01G171400,TraesCS3B01G202400,TraesCS3D01G178100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11470,OG0008562,ABD,5,1:1:1,1:1:1,TraesCS5A01G160200,TraesCS5B01G157900,TraesCS5D01G165300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11471,OG0008574,ABD,6,1:1:1,1:1:1,TraesCS6A01G101600,TraesCS6B01G129600,TraesCS6D01G089900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11472,OG0008567,ABD,2,1:1:1,1:1:1,TraesCS2A01G219100,TraesCS2B01G244600,TraesCS2D01G224200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11477,OG0008591,ABD,2,1:1:1,1:1:1,TraesCS2A01G320300,TraesCS2B01G362900,TraesCS2D01G342900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11478,OG0008545,ABD,5,1:1:1,1:1:1,TraesCS5A01G276600,TraesCS5B01G276600,TraesCS5D01G284000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11480,OG0008579,ABD,6,1:1:1,1:1:1,TraesCS6A01G032600,TraesCS6B01G045800,TraesCS6D01G037400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11481,OG0008571,ABD,7,1:1:1,1:1:1,TraesCS7A01G198200,TraesCS7B01G104400,TraesCS7D01G200800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11483,OG0008530,ABD,3,1:1:1,1:1:1,TraesCS3A01G278200,TraesCS3B01G312400,TraesCS3D01G278500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11484,OG0008573,ABD,3,1:1:1,1:1:1,TraesCS3A01G047700,TraesCS3B01G034500,TraesCS3D01G032000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11485,OG0008566,ABD,6,1:1:1,1:1:1,TraesCS6A01G104800,TraesCS6B01G134000,TraesCS6D01G093700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11486,OG0008565,ABD,2,1:1:1,1:1:1,TraesCS2A01G192600,TraesCS2B01G214600,TraesCS2D01G194800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11487,OG0008559,ABD,1,1:1:1,1:1:1,TraesCS1A01G358800,TraesCS1B01G375300,TraesCS1D01G363700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11488,OG0008523,ABD,2,1:1:1,1:1:1,TraesCS2A01G420800,TraesCS2B01G439900,TraesCS2D01G417800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11489,OG0008560,ABD,7,1:1:1,1:1:1,TraesCS7A01G553100,TraesCS7B01G476800,TraesCS7D01G539600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11490,OG0008552,ABD,3,1:1:1,1:1:1,TraesCS3A01G111100,TraesCS3B01G129800,TraesCS3D01G113100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
11492,OG0008546,ABD,5,1:1:1,1:1:1,TraesCS5A01G389200,TraesCS5B01G394400,TraesCS5D01G399200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11493,OG0008553,ABD,5,1:1:1,1:1:1,TraesCS5A01G233600,TraesCS5B01G232100,TraesCS5D01G240500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11494,OG0008558,ABD,3,1:1:1,1:1:1,TraesCS3A01G394100,TraesCS3B01G426100,TraesCS3D01G387900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11495,OG0008516,ABD,1,1:1:1,1:1:1,TraesCS1A01G198000,TraesCS1B01G212700,TraesCS1D01G201500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11496,OG0008508,ABD,4,1:1:1,1:1:1,TraesCS4A01G196800,TraesCS4B01G118500,TraesCS4D01G116200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11497,OG0008532,ABD,3,1:1:1,1:1:1,TraesCS3A01G394500,TraesCS3B01G426500,TraesCS3D01G388300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11498,OG0008551,ABD,1,1:1:1,1:1:1,TraesCS1A01G207700,TraesCS1B01G221400,TraesCS1D01G211000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11499,OG0008539,ABD,3,1:1:1,1:1:1,TraesCS3A01G317500,TraesCS3B01G349000,TraesCS3D01G313800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11501,OG0008547,ABD,6,1:1:1,1:1:1,TraesCS6A01G180300,TraesCS6B01G205200,TraesCS6D01G164900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11502,OG0008510,ABD,3,1:1:1,1:1:1,TraesCS3A01G216500,TraesCS3B01G246800,TraesCS3D01G218500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11503,OG0008510,ABD,2,1:1:1,1:1:1,TraesCS2A01G474800,TraesCS2B01G498400,TraesCS2D01G475000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11504,OG0008519,ABD,6,1:1:1,1:1:1,TraesCS6A01G220000,TraesCS6B01G261400,TraesCS6D01G215200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11505,OG0008525,ABD,7,1:1:1,1:1:1,TraesCS7A01G214200,TraesCS7B01G121500,TraesCS7D01G216500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
11506,OG0008540,ABD,5,1:1:1,1:1:1,TraesCS5A01G233500,TraesCS5B01G232000,TraesCS5D01G240400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11507,OG0008538,ABD,3,1:1:1,1:1:1,TraesCS3A01G488600,TraesCS3B01G536500,TraesCS3D01G484700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11508,OG0008512,ABD,3,1:1:1,1:1:1,TraesCS3A01G207200,TraesCS3B01G233800,TraesCS3D01G208700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
11510,OG0008505,ABD,3,1:1:1,1:1:1,TraesCS3A01G393000,TraesCS3B01G424900,TraesCS3D01G385800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11511,OG0008533,ABD,5,1:1:1,1:1:1,TraesCS5A01G386800,TraesCS5B01G391700,TraesCS5D01G396600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11513,OG0008503,ABD,3,1:1:1,1:1:1,TraesCS3A01G291500,TraesCS3B01G326100,TraesCS3D01G291200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11514,OG0008496,ABD,2,1:1:1,1:1:1,TraesCS2A01G506400,TraesCS2B01G534700,TraesCS2D01G507100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11515,OG0008531,ABD,3,1:1:1,1:1:1,TraesCS3A01G303800,TraesCS3B01G332500,TraesCS3D01G298000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11517,OG0008498,ABD,5,1:1:1,1:1:1,TraesCS5A01G446300,TraesCS5B01G450900,TraesCS5D01G453900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11518,OG0008524,ABD,5,1:1:1,1:1:1,TraesCS5A01G138200,TraesCS5B01G137700,TraesCS5D01G153900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11519,OG0008489,ABD,2,1:1:1,1:1:1,TraesCS2A01G222800,TraesCS2B01G248400,TraesCS2D01G228900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
11520,OG0008464,ABD,2,1:1:1,1:1:1,TraesCS2A01G266200,TraesCS2B01G275900,TraesCS2D01G257600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11521,OG0008526,ABD,3,1:1:1,1:1:1,TraesCS3A01G266100,TraesCS3B01G299400,TraesCS3D01G266200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11522,OG0008520,ABD,2,1:1:1,1:1:1,TraesCS2A01G274200,TraesCS2B01G292400,TraesCS2D01G274000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
11523,OG0008517,ABD,3,1:1:1,1:1:1,TraesCS3A01G297500,TraesCS3B01G339200,TraesCS3D01G304800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11524,OG0008474,ABD,5,1:1:1,1:1:1,TraesCS5A01G151900,TraesCS5B01G150500,TraesCS5D01G157100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
11525,OG0008483,ABD,6,1:1:1,1:1:1,TraesCS6A01G417500,TraesCS6B01G471700,TraesCS6D01G402700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11527,OG0008485,ABD,6,1:1:1,1:1:1,TraesCS6A01G131600,TraesCS6B01G160000,TraesCS6D01G121400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
11528,OG0008444,ABD,7,1:1:1,1:1:1,TraesCS7A01G413900,TraesCS7B01G314000,TraesCS7D01G407200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11529,OG0008476,ABD,4,1:1:1,1:1:1,TraesCS4A01G088700,TraesCS4B01G215500,TraesCS4D01G216000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11530,OG0008478,ABD,5,1:1:1,1:1:1,TraesCS5A01G104500,TraesCS5B01G108800,TraesCS5D01G116400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11531,OG0008511,ABD,1,1:1:1,1:1:1,TraesCS1A01G209100,TraesCS1B01G223300,TraesCS1D01G212400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11532,OG0008471,ABD,7,1:1:1,1:1:1,TraesCS7A01G310600,TraesCS7B01G210400,TraesCS7D01G307100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11533,OG0008433,ABD,4,1:1:1,1:1:1,TraesCS4A01G129700,TraesCS4B01G174900,TraesCS4D01G176800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
11534,OG0008513,ABD,2,1:1:1,1:1:1,TraesCS2A01G138000,TraesCS2B01G161900,TraesCS2D01G141000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11535,OG0008453,ABD,3,1:1:1,1:1:1,TraesCS3A01G306200,TraesCS3B01G330400,TraesCS3D01G295800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11537,OG0008499,ABD,5,1:1:1,1:1:1,TraesCS5A01G402300,TraesCS5B01G407200,TraesCS5D01G412400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,MCScanX"
11538,OG0008457,ABD,3,1:1:1,1:1:1,TraesCS3A01G381500,TraesCS3B01G414200,TraesCS3D01G374700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11539,OG0008469,ABD,5,1:1:1,1:1:1,TraesCS5A01G095400,TraesCS5B01G101500,TraesCS5D01G108000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11540,OG0008462,ABD,6,1:1:1,1:1:1,TraesCS6A01G333800,TraesCS6B01G364500,TraesCS6D01G313000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11541,OG0008504,ABD,1,1:1:1,1:1:1,TraesCS1A01G030700,TraesCS1B01G038100,TraesCS1D01G031700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11542,OG0008497,ABD,5,1:1:1,1:1:1,TraesCS5A01G135500,TraesCS5B01G134400,TraesCS5D01G142100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11543,OG0008422,ABD,5,1:1:1,1:1:1,TraesCS5A01G151300,TraesCS5B01G149800,TraesCS5D01G156400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11545,OG0008441,ABD,6,1:1:1,1:1:1,TraesCS6A01G256300,TraesCS6B01G269100,TraesCS6D01G237500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11551,OG0008434,ABD,2,1:1:1,1:1:1,TraesCS2A01G261600,TraesCS2B01G280600,TraesCS2D01G262400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11553,OG0008415,ABD,4,1:1:1,1:1:1,TraesCS4A01G170100,TraesCS4B01G126600,TraesCS4D01G144400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11554,OG0008399,ABD,7,1:1:1,1:1:1,TraesCS7A01G395200,TraesCS7B01G297100,TraesCS7D01G390800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11555,OG0008426,ABD,2,1:1:1,1:1:1,TraesCS2A01G498100,TraesCS2B01G526300,TraesCS2D01G498200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11556,OG0008484,ABD,6,1:1:1,1:1:1,TraesCS6A01G096500,TraesCS6B01G124900,TraesCS6D01G087600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11558,OG0008439,ABD,4,1:1:1,1:1:1,TraesCS4A01G093100,TraesCS4B01G211400,TraesCS4D01G212000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11559,OG0008431,ABD,1,1:1:1,1:1:1,TraesCS1A01G280600,TraesCS1B01G289600,TraesCS1D01G279700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11560,OG0008384,ABD,5,1:1:1,1:1:1,TraesCS5A01G480000,TraesCS5B01G493100,TraesCS5D01G493500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11562,OG0008472,ABD,45,1:1:1,1:1:1,TraesCS4A01G320500,TraesCS5B01G558300,TraesCS5D01G564700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11563,OG0008419,ABD,3,1:1:1,1:1:1,TraesCS3A01G367000,TraesCS3B01G398300,TraesCS3D01G359900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
11564,OG0008479,ABD,3,1:1:1,1:1:1,TraesCS3A01G108700,TraesCS3B01G127700,TraesCS3D01G110500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11565,OG0008392,ABD,7,1:1:1,1:1:1,TraesCS7A01G310100,TraesCS7B01G210000,TraesCS7D01G306700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11566,OG0008470,ABD,1,1:1:1,1:1:1,TraesCS1A01G194000,TraesCS1B01G209000,TraesCS1D01G197900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11567,OG0008424,ABD,1,1:1:1,1:1:1,TraesCS1A01G184600,TraesCS1B01G192700,TraesCS1D01G192100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11570,OG0008418,ABD,5,1:1:1,1:1:1,TraesCS5A01G058100,TraesCS5B01G065400,TraesCS5D01G069700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11571,OG0008413,ABD,3,1:1:1,1:1:1,TraesCS3A01G296500,TraesCS3B01G340600,TraesCS3D01G306200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11573,OG0008412,ABD,7,1:1:1,1:1:1,TraesCS7A01G251400,TraesCS7B01G139700,TraesCS7D01G249500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11574,OG0008390,ABD,5,1:1:1,1:1:1,TraesCS5A01G404800,TraesCS5B01G409700,TraesCS5D01G414900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11575,OG0008456,ABD,4,1:1:1,1:1:1,TraesCS4A01G113700,TraesCS4B01G190400,TraesCS4D01G191800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11576,OG0008396,ABD,6,1:1:1,1:1:1,TraesCS6A01G107400,TraesCS6B01G135900,TraesCS6D01G095500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11577,OG0008647,ABD,2,1:1:1,1:1:1,TraesCS2A01G104700,TraesCS2B01G121700,TraesCS2D01G104400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11578,OG0008649,ABD,6,1:1:1,1:1:1,TraesCS6A01G300600,TraesCS6B01G330300,TraesCS6D01G280500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11579,OG0008379,ABD,2,1:1:1,1:1:1,TraesCS2A01G200000,TraesCS2B01G227600,TraesCS2D01G207900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
11581,OG0008644,ABD,7,1:1:1,1:1:1,TraesCS7A01G338900,TraesCS7B01G250200,TraesCS7D01G346100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11582,OG0008452,ABD,4,1:1:1,1:1:1,TraesCS4A01G260800,TraesCS4B01G053800,TraesCS4D01G053800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11584,OG0008648,ABD,2,1:1:1,1:1:1,TraesCS2A01G270300,TraesCS2B01G289100,TraesCS2D01G269400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11585,OG0008458,ABD,7,1:1:1,1:1:1,TraesCS7A01G128700,TraesCS7B01G028600,TraesCS7D01G127500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11586,OG0008448,ABD,7,1:1:1,1:1:1,TraesCS7A01G386700,TraesCS7B01G289500,TraesCS7D01G383200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11587,OG0008440,ABD,2,1:1:1,1:1:1,TraesCS2A01G163100,TraesCS2B01G188900,TraesCS2D01G170000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11588,OG0008645,ABD,3,1:1:1,1:1:1,TraesCS3A01G265900,TraesCS3B01G299300,TraesCS3D01G266100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11589,OG0008643,ABD,2,1:1:1,1:1:1,TraesCS2A01G014200,TraesCS2B01G003600,TraesCS2D01G014900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
11590,OG0008641,ABD,3,1:1:1,1:1:1,TraesCS3A01G132100,TraesCS3B01G167300,TraesCS3D01G148400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
11591,OG0008642,ABD,3,1:1:1,1:1:1,TraesCS3A01G397800,TraesCS3B01G429700,TraesCS3D01G391700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
11592,OG0008646,ABD,3,1:1:1,1:1:1,TraesCS3A01G137100,TraesCS3B01G155000,TraesCS3D01G137900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
