assembly	chromosome	start	end	block_no	chr_length	merged_block
jagger	chr5D	187932302	200787727	5525	566080677	59
jagger	chr5D	234053806	240082085	5695	566080677	1036
jagger	chr5D	247752263	255948489	5697	566080677	916
jagger	chr5D	256729339	267072870	5691	566080677	34
jagger	chr5D	256729339	267072870	5707	566080677	34
jagger	chr5D	287404431	299414909	5526	566080677	59
jagger	chr5D	319254075	322390523	5526	566080677	59
jagger	chr5D	332508830	352220729	5513	566080677	34
jagger	chr5D	337525189	387324601	5494	566080677	34
jagger	chr5D	337525189	387324601	5492	566080677	34
jagger	chr5D	363339032	368574348	5683	566080677	34
jagger	chr5D	382487986	387324601	5568	566080677	34
jagger	chr5D	402706135	407108790	5567	566080677	1245
jagger	chr5D	412737994	417627745	5564	566080677	1177
jagger	chr5D	462453643	467264289	5565	566080677	410
jagger	chr5D	462453643	477330065	5527	566080677	625
jagger	chr5D	462453643	477330065	5520	566080677	625
jagger	chr5D	477377185	482300946	5563	566080677	1163
jagger	chr5D	539958024	544818118	5566	566080677	463
jagger	chr5D	539958024	544818118	5570	566080677	463
jagger	chr5D	557504352	563340719	5538	566080677	1050
jagger	chr6A	56821	5135865	6005	618079260	377
jagger	chr6A	6189852	9947723	6005	618079260	377
jagger	chr6A	14351830	31163606	5991	618079260	30
jagger	chr6A	14351830	60717048	5927	618079260	30
jagger	chr6A	36399208	60717048	5975	618079260	30
jagger	chr6A	51880136	60717048	5954	618079260	3
jagger	chr6A	51880136	60717048	6004	618079260	3
jagger	chr6A	51880136	60717048	5930	618079260	3
jagger	chr6A	57040648	60717048	5938	618079260	3
jagger	chr6A	64907108	144722728	5954	618079260	3
jagger	chr6A	64907108	346598940	5938	618079260	3
jagger	chr6A	64907108	441149825	5930	618079260	3
jagger	chr6A	64907108	446302176	5927	618079260	30
jagger	chr6A	65062304	491569012	5926	618079260	21
jagger	chr6A	69137384	77100361	6277	618079260	3
jagger	chr6A	100182979	273263107	5942	618079260	3
jagger	chr6A	100182979	273263107	5941	618079260	3
jagger	chr6A	297918019	446302176	5946	618079260	3
jagger	chr6A	297918019	446302176	5947	618079260	3
jagger	chr6A	362166125	436121709	5959	618079260	3
jagger	chr6A	497729046	553571807	5926	618079260	21
jagger	chr6A	558613827	564725018	6006	618079260	1029
jagger	chr6A	573476053	579796287	6139	618079260	71
jagger	chr6A	585168479	590079890	6032	618079260	547
jagger	chr6A	585168479	604606179	5980	618079260	547
jagger	chr6A	595177929	599832112	6031	618079260	3
jagger	chr6A	595177929	599832112	6029	618079260	3
jagger	chr6A	596422104	604887720	6163	618079260	547
jagger	chr6A	599844035	604606179	5997	618079260	311
jagger	chr6A	599844035	604606179	6030	618079260	311
jagger	chr6B	30035170	39809289	6334	720988478	777
jagger	chr6B	43843262	47270408	6323	720988478	567
jagger	chr6B	43843262	47270408	6321	720988478	493
jagger	chr6B	161342271	438407749	6293	720988478	51
jagger	chr6B	476126147	479000945	6551	720988478	492
jagger	chr6B	479077207	501105231	6551	720988478	492
jagger	chr6B	548626682	555194883	6553	720988478	1005
jagger	chr6B	564508393	577187787	6554	720988478	705
jagger	chr6B	610064940	618935735	6555	720988478	881
jagger	chr6B	640960303	657654075	6323	720988478	567
jagger	chr6B	645351055	667349976	6321	720988478	493
jagger	chr6B	650596178	654918723	6355	720988478	493
jagger	chr6D	43457	5942499	6711	473592718	765
jagger	chr6D	43457	5942499	6716	473592718	765
jagger	chr6D	43457	5942499	6714	473592718	765
jagger	chr6D	5149646	10515053	6719	473592718	520
jagger	chr6D	5149646	10515053	6713	473592718	520
jagger	chr6D	46902130	47812994	6582	473592718	80
jagger	chr6D	55312241	289357213	6582	473592718	80
jagger	chr6D	58836461	63819326	6717	473592718	80
jagger	chr6D	62324081	68870093	6826	473592718	80
jagger	chr6D	65051544	68365406	6712	473592718	73
jagger	chr6D	65051544	314091908	6575	473592718	73
jagger	chr6D	83488870	319257945	6581	473592718	43
jagger	chr6D	83488870	324249404	6578	473592718	43
jagger	chr6D	83488870	324249404	6579	473592718	43
jagger	chr6D	83488870	409348723	6574	473592718	43
jagger	chr6D	99233634	103053230	6720	473592718	43
jagger	chr6D	99233634	319257945	6590	473592718	43
jagger	chr6D	102114863	108466190	6873	473592718	43
jagger	chr6D	111435928	127203869	6874	473592718	43
jagger	chr6D	116361863	142150288	7149	473592718	43
jagger	chr6D	116952123	128105904	6892	473592718	43
jagger	chr6D	118632969	172744023	6603	473592718	43
jagger	chr6D	129701986	142750217	6875	473592718	43
jagger	chr6D	153942130	168249556	6876	473592718	43
jagger	chr6D	174373086	178007475	6676	473592718	43
jagger	chr6D	174618142	219292204	7150	473592718	43
jagger	chr6D	183707455	237428668	6877	473592718	43
jagger	chr6D	186767325	237823913	6893	473592718	43
jagger	chr6D	203746102	219292204	6668	473592718	43
jagger	chr6D	239802866	243452275	6721	473592718	43
jagger	chr6D	254236306	267237837	7151	473592718	43
jagger	chr6D	261008692	264180265	6722	473592718	43
jagger	chr6D	272858001	280906489	7152	473592718	43
jagger	chr6D	284390089	289357213	6634	473592718	43
jagger	chr6D	291231588	297490046	6906	473592718	43
jagger	chr6D	298130673	306492500	6879	473592718	43
jagger	chr6D	346098635	346978096	6685	473592718	43
jagger	chr6D	346098635	346978096	6684	473592718	43
jagger	chr6D	346098635	351988037	6666	473592718	43
jagger	chr6D	346098635	351988037	6667	473592718	43
jagger	chr6D	355854355	364228462	6684	473592718	43
jagger	chr6D	355854355	364228462	6666	473592718	43
jagger	chr6D	355854355	364228462	6667	473592718	43
jagger	chr6D	355854355	364228462	6685	473592718	43
jagger	chr6D	369501154	379051039	6682	473592718	43
jagger	chr6D	379333259	419287642	6619	473592718	321
jagger	chr6D	379333259	419287642	6620	473592718	321
jagger	chr6D	389298298	409348723	6646	473592718	43
jagger	chr6D	389298298	409348723	6645	473592718	43
jagger	chr6D	400717252	407209295	6785	473592718	43
jagger	chr6D	412626509	420230920	6895	473592718	937
jagger	chr6D	414464814	419287642	6723	473592718	275
jagger	chr6D	414464814	420230920	7036	473592718	295
jagger	chr6D	439509534	444138375	6718	473592718	1224
jagger	chr6D	444454278	449232687	6715	473592718	514
jagger	chr6D	445817577	459842145	6787	473592718	668
jagger	chr6D	458606523	468844556	6683	473592718	768
jagger	chr7A	238043	16636527	7317	736706236	438
jagger	chr7A	238043	26431617	7284	736706236	438
jagger	chr7A	238043	26431617	7285	736706236	438
jagger	chr7A	976470	4899812	7396	736706236	438
jagger	chr7A	4999477	8763009	7390	736706236	438
jagger	chr7A	8783577	9159031	7396	736706236	438
jagger	chr7A	13626379	15702218	7390	736706236	438
jagger	chr7A	15792016	26431617	7337	736706236	438
jagger	chr7A	26448242	35769104	7344	736706236	857
jagger	chr7A	43457258	49057860	7607	736706236	1041
jagger	chr7A	46709504	116878338	7239	736706236	200
jagger	chr7A	51141954	55931166	7394	736706236	200
jagger	chr7A	60119568	65545051	7387	736706236	200
jagger	chr7A	66124201	116878338	7251	736706236	200
jagger	chr7A	73730551	77442262	7383	736706236	200
jagger	chr7A	136755459	191909781	7242	736706236	241
jagger	chr7A	146677500	152834428	7316	736706236	31
jagger	chr7A	146677500	157403342	7289	736706236	31
jagger	chr7A	149313436	152834428	7615	736706236	20
jagger	chr7A	154062737	155646696	7615	736706236	20
jagger	chr7A	171535157	177344582	7316	736706236	31
jagger	chr7A	171535157	182618740	7289	736706236	31
jagger	chr7A	174916363	181015950	7616	736706236	31
jagger	chr7A	181050560	188036931	7586	736706236	20
jagger	chr7A	182384453	188036931	7593	736706236	20
jagger	chr7A	182615578	191173893	7508	736706236	20
jagger	chr7A	182733598	187940810	7617	736706236	20
jagger	chr7A	210855464	211718450	7242	736706236	241
jagger	chr7A	218232451	228490263	7594	736706236	20
jagger	chr7A	218912559	223533553	7397	736706236	20
jagger	chr7A	218912559	237956707	7295	736706236	20
jagger	chr7A	234351920	237956707	7384	736706236	20
jagger	chr7A	234524199	243366967	7618	736706236	20
jagger	chr7A	235460629	243366967	7595	736706236	20
jagger	chr7A	235480958	243366967	7587	736706236	20
jagger	chr7A	235480958	243366967	7460	736706236	20
jagger	chr7A	288867820	293305606	7385	736706236	20
jagger	chr7A	294405461	303102542	7338	736706236	20
jagger	chr7A	309366895	311914841	7391	736706236	20
jagger	chr7A	309366895	317748061	7339	736706236	20
jagger	chr7A	314410552	360616895	7250	736706236	276
jagger	chr7A	319587234	359053398	7259	736706236	20
jagger	chr7A	338625175	348214624	7342	736706236	20
jagger	chr7A	338625175	384431657	7248	736706236	37
jagger	chr7A	380282885	384431657	7388	736706236	20
jagger	chr7A	380282885	384431657	7392	736706236	20
jagger	chr7A	401299591	404475782	7389	736706236	1299
jagger	chr7A	420664601	424933429	7393	736706236	20
jagger	chr7A	427818128	434743416	7619	736706236	37
jagger	chr7A	430240058	459628590	7274	736706236	416
jagger	chr7A	440351104	464587627	7288	736706236	467
jagger	chr7A	440691042	449336498	7551	736706236	37
jagger	chr7A	455393928	464587627	7340	736706236	31
jagger	chr7A	475165941	609550805	7227	736706236	135
jagger	chr7A	490120194	514925746	7286	736706236	31
jagger	chr7A	520334447	659652924	7226	736706236	132
jagger	chr7A	539310419	559398027	7296	736706236	132
jagger	chr7A	544248992	574131227	7271	736706236	132
jagger	chr7A	544248992	574131227	7273	736706236	132
jagger	chr7A	554851195	609550805	7243	736706236	132
jagger	chr7A	554851195	609550805	7244	736706236	132
jagger	chr7A	555479237	561603284	7610	736706236	132
jagger	chr7A	559984213	609550805	7249	736706236	132
jagger	chr7A	640444391	664700304	7287	736706236	380
jagger	chr7A	640444391	673784059	7265	736706236	380
jagger	chr7A	640444391	673784059	7264	736706236	380
jagger	chr7A	664780651	673784059	7343	736706236	380
jagger	chr7A	674015727	678607624	7395	736706236	842
jagger	chr7A	674015727	682206726	7341	736706236	896
jagger	chr7A	707099705	712309502	7386	736706236	1111
jagger	chr7B	32906	23639601	7834	750620385	471
jagger	chr7B	9750728	13881331	7869	750620385	471
jagger	chr7B	14063107	23639601	7850	750620385	204
jagger	chr7B	14063107	23639601	7852	750620385	204
jagger	chr7B	228917240	268455948	7967	750620385	328
jagger	chr7B	241756422	269800258	7959	750620385	430
jagger	chr7B	342992328	358501978	7870	750620385	98
jagger	chr7B	342992328	358501978	7866	750620385	98
jagger	chr7B	380855464	388594594	7960	750620385	930
jagger	chr7B	392636856	397224330	7874	750620385	669
jagger	chr7B	469468546	480434393	7968	750620385	107
jagger	chr7B	597681008	602310811	7875	750620385	56
jagger	chr7B	597681008	602310811	7871	750620385	56
jagger	chr7B	602937797	635065534	7831	750620385	390
jagger	chr7B	640580535	648710175	7851	750620385	918
jagger	chr7B	678634984	683169263	7867	750620385	1231
jagger	chr7B	712615244	716705219	7872	750620385	1268
jagger	chr7B	739927305	742591716	7873	750620385	1305
jagger	chr7B	743141287	745357405	7868	750620385	1315
jagger	chr7B	749407286	750391192	7873	750620385	1305
jagger	chr7D	5164729	11488678	8210	638686055	758
jagger	chr7D	20725766	25193505	8214	638686055	1239
jagger	chr7D	32330261	37224036	8392	638686055	1175
jagger	chr7D	35181824	39018176	8201	638686055	1283
jagger	chr7D	41325344	46939635	8362	638686055	1066
jagger	chr7D	47401927	53498725	8368	638686055	1030
jagger	chr7D	49380902	54374329	8213	638686055	343
jagger	chr7D	49380902	69266821	8147	638686055	343
jagger	chr7D	54437323	94511262	8122	638686055	320
jagger	chr7D	94936389	99466375	8212	638686055	210
jagger	chr7D	94936389	109315079	8159	638686055	210
jagger	chr7D	94936389	144148066	8114	638686055	210
jagger	chr7D	94936389	154935896	8112	638686055	210
jagger	chr7D	94936389	160015711	8110	638686055	210
jagger	chr7D	140232150	414280541	8098	638686055	53
jagger	chr7D	145906239	160015711	8158	638686055	53
jagger	chr7D	176578049	184383326	8612	638686055	53
jagger	chr7D	180246554	190129557	8177	638686055	53
jagger	chr7D	180246554	190129557	8176	638686055	53
jagger	chr7D	185159387	190129557	8215	638686055	53
jagger	chr7D	229769309	404248662	8101	638686055	53
jagger	chr7D	244951290	414280541	8103	638686055	53
jagger	chr7D	264026816	271753862	8352	638686055	53
jagger	chr7D	264076859	291522035	8298	638686055	53
jagger	chr7D	264970767	409164439	8105	638686055	53
jagger	chr7D	265260265	295322727	8363	638686055	53
jagger	chr7D	360325607	379327172	8146	638686055	53
jagger	chr7D	383973912	417035819	8299	638686055	386
jagger	chr7D	386499272	416633208	8353	638686055	386
jagger	chr7D	414372176	458959971	8117	638686055	267
jagger	chr7D	459078878	479112246	8149	638686055	90
jagger	chr7D	459078878	548916210	8107	638686055	171
jagger	chr7D	464080571	548916210	8109	638686055	171
jagger	chr7D	464080571	548916210	8108	638686055	171
jagger	chr7D	469524388	478334761	8364	638686055	90
jagger	chr7D	478370057	484411508	8360	638686055	171
jagger	chr7D	484361326	489115488	8211	638686055	171
jagger	chr7D	501508761	511189785	8361	638686055	171
jagger	chr7D	501609416	508333745	8386	638686055	171
jagger	chr7D	501842122	511235355	8365	638686055	171
jagger	chr7D	514074452	533762411	8145	638686055	171
jagger	chr7D	515405791	522514766	8302	638686055	171
jagger	chr7D	519747679	556643446	8397	638686055	346
jagger	chr7D	529040258	543732748	8156	638686055	171
jagger	chr7D	529040258	563666267	8127	638686055	371
jagger	chr7D	564530474	589055321	8138	638686055	456
jagger	chr7D	580552330	585564255	8373	638686055	456
jagger	chr7D	589085585	594024528	8216	638686055	1157
jagger	chr7D	615404798	631459331	8148	638686055	598
jagger	chr7D	635083150	638658833	8148	638686055	598
julius	chr1A	40098	4034196	84	594102056	254
julius	chr1A	40098	50845185	34	594102056	254
julius	chr1A	14430331	19063423	84	594102056	254
julius	chr1A	15324612	59616276	38	594102056	292
julius	chr1A	29607628	34535078	115	594102056	29
julius	chr1A	36259371	41759420	448	594102056	254
julius	chr1A	39821961	59616276	60	594102056	292
julius	chr1A	45498142	49535943	120	594102056	89
julius	chr1A	213902550	217613638	114	594102056	1287
julius	chr1A	243160582	247347178	116	594102056	14
julius	chr1A	293707856	432987608	21	594102056	133
julius	chr1A	333134461	337777000	117	594102056	14
julius	chr1A	333134461	357790677	57	594102056	14
julius	chr1A	340409312	351476085	198	594102056	14
julius	chr1A	340409312	351476085	195	594102056	14
julius	chr1A	340409312	351882317	165	594102056	14
julius	chr1A	340415026	351350790	453	594102056	14
julius	chr1A	343389704	357790677	74	594102056	14
julius	chr1A	353251752	367880092	75	594102056	14
julius	chr1A	353251752	367880092	72	594102056	14
julius	chr1A	388486176	432987608	39	594102056	14
julius	chr1A	393456324	432987608	44	594102056	14
julius	chr1A	397081988	406176309	196	594102056	14
julius	chr1A	397081988	406176309	199	594102056	14
julius	chr1A	398447832	417409888	64	594102056	14
julius	chr1A	403361807	407335966	119	594102056	14
julius	chr1A	403361807	407335966	118	594102056	14
julius	chr1A	403361807	407335966	104	594102056	14
julius	chr1A	433526138	509016623	25	594102056	185
julius	chr1A	434046757	448930744	73	594102056	185
julius	chr1A	448627007	454526612	385	594102056	185
julius	chr1A	459186662	503381405	40	594102056	185
julius	chr1A	464087220	478628984	68	594102056	173
julius	chr1A	464087220	537978240	24	594102056	190
julius	chr1A	464087220	537978240	23	594102056	190
julius	chr1A	474189095	498811616	56	594102056	173
julius	chr1A	514135811	537978240	55	594102056	190
julius	chr1B	459792	1943192	564	689851870	1311
julius	chr1B	459792	1943192	566	689851870	1312
julius	chr1B	459792	1943192	567	689851870	1313
julius	chr1B	459792	1943192	572	689851870	1314
julius	chr1B	3200087	5435887	566	689851870	1312
julius	chr1B	3200087	5435887	564	689851870	1311
julius	chr1B	3200087	5435887	567	689851870	1313
julius	chr1B	3200087	5435887	572	689851870	1314
julius	chr1B	24785964	111372368	490	689851870	175
julius	chr1B	44799611	49431030	568	689851870	175
julius	chr1B	58705083	74250626	520	689851870	175
julius	chr1B	96587637	171412029	491	689851870	189
julius	chr1B	126922401	151473827	506	689851870	189
julius	chr1B	133434101	139669035	632	689851870	48
julius	chr1B	182197868	195102701	623	689851870	76
julius	chr1B	182197868	195102701	636	689851870	76
julius	chr1B	222285838	231664113	535	689851870	48
julius	chr1B	256190032	259797523	569	689851870	48
julius	chr1B	310926364	322954609	533	689851870	715
julius	chr1B	353941810	360364522	655	689851870	1015
julius	chr1B	443994274	450026292	634	689851870	66
julius	chr1B	444057314	449978506	797	689851870	66
julius	chr1B	444057314	449978506	633	689851870	66
julius	chr1B	462792367	481868814	511	689851870	566
julius	chr1B	462792367	481868814	512	689851870	566
julius	chr1B	542135029	551498613	536	689851870	665
julius	chr1B	542135029	556298500	521	689851870	665
julius	chr1B	577605524	584654941	798	689851870	978
julius	chr1B	597462104	607429589	791	689851870	515
julius	chr1B	598410039	607429589	637	689851870	515
julius	chr1B	606688325	612894939	631	689851870	400
julius	chr1B	626067576	630923968	570	689851870	963
julius	chr1B	626067576	633333594	534	689851870	963
julius	chr1B	634113773	635926285	534	689851870	963
julius	chr1B	678310982	681850883	565	689851870	856
julius	chr1B	678310982	681850883	571	689851870	856
julius	chr1D	72507	5348712	905	495453186	495
julius	chr1D	72507	5348712	894	495453186	495
julius	chr1D	72507	5348712	908	495453186	495
julius	chr1D	72507	15512064	860	495453186	495
julius	chr1D	72507	15512064	859	495453186	495
julius	chr1D	72507	15512064	858	495453186	495
julius	chr1D	10626324	15512064	910	495453186	495
julius	chr1D	20826034	25140362	895	495453186	1242
julius	chr1D	44310556	49889180	978	495453186	1070
julius	chr1D	50110368	248113803	819	495453186	102
julius	chr1D	55208757	248113803	820	495453186	102
julius	chr1D	85178850	337904619	816	495453186	67
julius	chr1D	125822444	128675978	906	495453186	49
julius	chr1D	203427668	223393304	845	495453186	67
julius	chr1D	223520095	298351076	826	495453186	49
julius	chr1D	244482858	253069961	1183	495453186	49
julius	chr1D	247507055	254385444	988	495453186	49
julius	chr1D	258553099	263198944	909	495453186	49
julius	chr1D	278512124	288163881	877	495453186	49
julius	chr1D	299718022	305770212	1130	495453186	49
julius	chr1D	307459658	317185676	1131	495453186	49
julius	chr1D	308261200	328115885	846	495453186	49
julius	chr1D	318367688	337904619	842	495453186	49
julius	chr1D	318367688	348067242	835	495453186	411
julius	chr1D	332952648	338876876	954	495453186	67
julius	chr1D	333487057	337904619	911	495453186	49
julius	chr1D	341493810	347219638	1133	495453186	49
julius	chr1D	383363077	390687195	956	495453186	957
julius	chr1D	388603565	390687195	907	495453186	243
julius	chr1D	391275779	393929997	956	495453186	957
julius	chr1D	394451608	396335816	907	495453186	243
julius	chr1D	398379698	419202087	844	495453186	508
julius	chr1D	398379698	419202087	843	495453186	508
julius	chr1D	430416501	435535560	1196	495453186	1126
julius	chr1D	438368391	446271677	1135	495453186	924
julius	chr1D	453762460	458486683	912	495453186	1192
julius	chr1D	479227885	485442242	1003	495453186	1024
julius	chr1D	483680714	493372394	878	495453186	832
julius	chr2A	249837	8543955	1320	780798557	912
julius	chr2A	23132036	27127139	1339	780798557	250
julius	chr2A	23132036	27127139	1351	780798557	250
julius	chr2A	23132036	27127139	1354	780798557	250
julius	chr2A	23132036	27127139	1355	780798557	250
julius	chr2A	23132036	27127139	1346	780798557	250
julius	chr2A	51936863	56107813	1340	780798557	374
julius	chr2A	51936863	56107813	1349	780798557	374
julius	chr2A	51936863	56107813	1350	780798557	374
julius	chr2A	61773655	71614150	1321	780798557	805
julius	chr2A	86898795	90769814	1356	780798557	1123
julius	chr2A	92311977	96251720	1352	780798557	28
julius	chr2A	97548515	148024648	1275	780798557	193
julius	chr2A	97548515	163098955	1264	780798557	193
julius	chr2A	123547947	129872965	1579	780798557	193
julius	chr2A	148603983	164705767	1580	780798557	193
julius	chr2A	165008986	174028194	1460	780798557	861
julius	chr2A	168980629	203329022	1289	780798557	367
julius	chr2A	178461921	281756997	1258	780798557	155
julius	chr2A	183514108	527702564	1249	780798557	41
julius	chr2A	309687612	391907182	1260	780798557	41
julius	chr2A	417745058	422222408	1353	780798557	41
julius	chr2A	437964110	477108902	1281	780798557	41
julius	chr2A	493832187	527702564	1288	780798557	41
julius	chr2A	527899967	547776715	1276	780798557	60
julius	chr2A	527899967	547776715	1274	780798557	60
julius	chr2A	554012069	558952218	1357	780798557	4
julius	chr2A	554012069	582642714	1274	780798557	60
julius	chr2A	554012069	582642714	1276	780798557	60
julius	chr2A	583827561	707069628	1257	780798557	142
julius	chr2A	613036464	632629836	1301	780798557	142
julius	chr2A	632928196	687052485	1272	780798557	142
julius	chr2A	711974041	726437857	1305	780798557	658
julius	chr2A	716901065	726437857	1304	780798557	644
julius	chr2A	723060949	732600963	1584	780798557	846
julius	chr2B	9843	11090064	1700	801256715	496
julius	chr2B	9843	21663647	1666	801256715	496
julius	chr2B	1248784	3661311	1723	801256715	496
julius	chr2B	4923626	8293511	1723	801256715	496
julius	chr2B	43615811	52601310	1672	801256715	215
julius	chr2B	43615811	52601310	1699	801256715	215
julius	chr2B	43615811	52601310	1701	801256715	215
julius	chr2B	52666188	57422509	1746	801256715	205
julius	chr2B	112837389	157374348	1641	801256715	290
julius	chr2B	162625401	167499611	1747	801256715	1182
julius	chr2B	162625401	167499611	1749	801256715	1182
julius	chr2B	167795802	186313229	1667	801256715	55
julius	chr2B	167795802	441480496	1618	801256715	55
julius	chr2B	210828254	339117062	1628	801256715	55
julius	chr2B	245297763	441480496	1623	801256715	55
julius	chr2B	250521469	441480496	1624	801256715	55
julius	chr2B	310496029	324794726	1677	801256715	55
julius	chr2B	352280539	356601638	1752	801256715	55
julius	chr2B	361422652	441480496	1633	801256715	55
julius	chr2B	375132245	379788815	1628	801256715	55
julius	chr2B	381913916	441480496	1638	801256715	55
julius	chr2B	489485318	495710722	1819	801256715	1023
julius	chr2B	499549727	505495073	1810	801256715	58
julius	chr2B	516721011	524029366	1898	801256715	194
julius	chr2B	572704383	578140535	1750	801256715	1088
julius	chr2B	632010385	647743663	1673	801256715	247
julius	chr2B	632010385	668684272	1650	801256715	350
julius	chr2B	637930326	668684272	1652	801256715	350
julius	chr2B	643090703	647743663	1751	801256715	247
julius	chr2B	643090703	647743663	1724	801256715	247
julius	chr2B	664933000	747180184	1809	801256715	182
julius	chr2B	744317710	759274446	1676	801256715	632
julius	chr2B	750001173	760892799	1811	801256715	353
julius	chr2B	750001173	760951814	1821	801256715	353
julius	chr2B	764509354	769549900	1748	801256715	691
julius	chr2B	797198132	798159595	1745	801256715	1321
julius	chr2D	9785294	12623828	2101	651852609	176
julius	chr2D	20183809	29718015	2052	651852609	775
julius	chr2D	29740198	49629855	2022	651852609	527
julius	chr2D	32150745	37055912	2372	651852609	527
julius	chr2D	34891820	39610200	2094	651852609	176
julius	chr2D	54791489	74156641	2016	651852609	543
julius	chr2D	118804634	128458152	2017	651852609	196
julius	chr2D	118804634	147968591	1998	651852609	196
julius	chr2D	133744714	158793225	2009	651852609	223
julius	chr2D	136520415	142711578	2240	651852609	196
julius	chr2D	136611532	142666841	2238	651852609	196
julius	chr2D	153805614	188891465	1990	651852609	86
julius	chr2D	164284742	168644377	2096	651852609	52
julius	chr2D	179131841	328470820	1964	651852609	123
julius	chr2D	209024710	212934940	2097	651852609	87
julius	chr2D	220344076	233429506	2033	651852609	123
julius	chr2D	264803088	272246236	2102	651852609	123
julius	chr2D	298837316	302779201	2103	651852609	123
julius	chr2D	306346545	316328687	2245	651852609	123
julius	chr2D	318562767	328470820	2375	651852609	123
julius	chr2D	338664764	343168348	2098	651852609	1235
julius	chr2D	350599556	357863392	2260	651852609	87
julius	chr2D	404037833	413957843	2051	651852609	105
julius	chr2D	404037833	413957843	2048	651852609	105
julius	chr2D	404037833	419052022	2034	651852609	105
julius	chr2D	404037833	429096061	2003	651852609	449
julius	chr2D	419364102	429096061	2053	651852609	449
julius	chr2D	424637165	458919297	1991	651852609	105
julius	chr2D	434354623	438707746	2095	651852609	105
julius	chr2D	434354623	438707746	2104	651852609	105
julius	chr2D	444385642	449071898	2108	651852609	105
julius	chr2D	454731898	458919297	2099	651852609	105
julius	chr2D	470434995	476278272	2255	651852609	105
julius	chr2D	470434995	476697095	2376	651852609	218
julius	chr2D	470434995	476697095	2154	651852609	218
julius	chr2D	480323349	486395421	2247	651852609	221
julius	chr2D	505534458	508408361	2105	651852609	105
julius	chr2D	546683844	551466972	2109	651852609	105
julius	chr2D	546683844	556366697	2049	651852609	105
julius	chr2D	546683844	556366697	2050	651852609	105
julius	chr2D	546683844	571947631	2008	651852609	274
julius	chr2D	546683844	584804705	1986	651852609	340
julius	chr2D	566655463	626425954	1971	651852609	184
julius	chr2D	575760307	621405692	1979	651852609	184
julius	chr2D	579060097	584804705	2106	651852609	184
julius	chr2D	579060097	610931608	1976	651852609	184
julius	chr2D	598733638	610931608	2032	651852609	184
julius	chr2D	607634371	626425954	2023	651852609	184
julius	chr2D	607634371	631307920	2007	651852609	184
julius	chr2D	639425603	641067992	2100	651852609	1316
julius	chr2D	639425603	641067992	2107	651852609	1316
julius	chr3A	84561	8687101	2560	750843639	680
julius	chr3A	84561	13818566	2522	750843639	680
julius	chr3A	8737546	13818566	2562	750843639	335
julius	chr3A	8737546	47284391	2459	750843639	335
julius	chr3A	13829771	22831674	2516	750843639	335
julius	chr3A	15451497	20844493	2649	750843639	335
julius	chr3A	16620265	21788782	2784	750843639	335
julius	chr3A	28125510	32718252	2569	750843639	335
julius	chr3A	28125510	36770853	2523	750843639	335
julius	chr3A	36920265	57286023	2485	750843639	9
julius	chr3A	41953819	57286023	2499	750843639	9
julius	chr3A	41953819	57286023	2498	750843639	9
julius	chr3A	41953819	486930086	2422	750843639	9
julius	chr3A	41953819	486930086	2421	750843639	9
julius	chr3A	47491958	57286023	2520	750843639	9
julius	chr3A	57374570	314626327	2427	750843639	68
julius	chr3A	62421465	117836588	2447	750843639	238
julius	chr3A	107863262	117230216	2689	750843639	9
julius	chr3A	107863262	429464846	2424	750843639	9
julius	chr3A	130834630	135972186	2570	750843639	9
julius	chr3A	237053956	249860903	2500	750843639	9
julius	chr3A	288535826	288542949	2564	750843639	9
julius	chr3A	327290110	486930086	2431	750843639	8
julius	chr3A	337497675	341648725	2571	750843639	8
julius	chr3A	367779740	372196727	2572	750843639	8
julius	chr3A	387296319	421722510	2462	750843639	8
julius	chr3A	432374305	486930086	2451	750843639	8
julius	chr3A	447270001	467156209	2486	750843639	8
julius	chr3A	457460875	486930086	2469	750843639	8
julius	chr3A	467808993	477331725	2692	750843639	8
julius	chr3A	471355173	477336386	2667	750843639	8
julius	chr3A	492322903	545155757	2439	750843639	235
julius	chr3A	492322903	545155757	2446	750843639	236
julius	chr3A	507126630	545155757	2437	750843639	251
julius	chr3A	517491132	528602428	2477	750843639	147
julius	chr3A	531629481	545155757	2477	750843639	147
julius	chr3A	542253250	555701657	2422	750843639	9
julius	chr3A	542253250	555701657	2421	750843639	9
julius	chr3A	545257497	555701657	2427	750843639	68
julius	chr3A	545257497	555701657	2447	750843639	238
julius	chr3A	556260455	568162026	2446	750843639	236
julius	chr3A	556260455	573113516	2439	750843639	235
julius	chr3A	556260455	608483175	2437	750843639	251
julius	chr3A	568424166	597931661	2467	750843639	147
julius	chr3A	573832334	608483175	2461	750843639	251
julius	chr3A	588936982	596368491	2786	750843639	147
julius	chr3A	598542671	608483175	2510	750843639	206
julius	chr3A	614124887	617534788	2568	750843639	213
julius	chr3A	614124887	623616746	2518	750843639	213
julius	chr3A	614124887	623616746	2521	750843639	213
julius	chr3A	628874148	633064789	2561	750843639	206
julius	chr3A	628874148	633064789	2565	750843639	206
julius	chr3A	638710915	648312443	2524	750843639	213
julius	chr3A	638710915	664103414	2479	750843639	213
julius	chr3A	699417993	703941026	2566	750843639	817
julius	chr3A	699417993	709193717	2517	750843639	817
julius	chr3A	704353637	709193717	2563	750843639	253
julius	chr3A	716878200	724382337	2519	750843639	947
