Chr	Start	End	Strand	Gene	TriadGrp
chr2A	87977195	87982390	-	TraesARI2A03G00630810	3221
chr2A	87977195	87982390	-	TraesARI2A03G00630810	3221
chr2A	88001253	88006744	+	TraesARI2A03G00630820	8740
chr2A	88007181	88009915	-	TraesARI2A03G00630830	13314
chr2A	88015552	88016875	-	TraesARI2A03G00630850	9679
chr2A	88133446	88137344	-	TraesARI2A03G00630870	9906
chr2A	88137595	88140401	+	TraesARI2A03G00630880	6256
chr2A	88240726	88241860	+	TraesARI2A03G00630940	14356
chr2A	88395564	88396928	+	TraesARI2A03G00631010	14354
chr2A	88409406	88412045	-	TraesARI2A03G00631040	16236
chr2A	88415082	88418579	+	TraesARI2A03G00631050	14353
chr2A	88444837	88446133	+	TraesARI2A03G00631090	14355
chr2A	89095680	89100240	-	TraesARI2A03G00631370	10476
chr2A	89273541	89280319	+	TraesARI2A03G00631450	9201
chr2A	89697849	89698420	+	TraesARI2A03G00631610	8296
chr2A	89878566	89881360	+	TraesARI2A03G00631670	9124
chr2A	90151999	90153325	-	TraesARI2A03G00631820	2315
chr2A	90324756	90330000	-	TraesARI2A03G00631890	6957
chr2A	90694513	90698919	+	TraesARI2A03G00632090	3418
chr2A	90700326	90702331	-	TraesARI2A03G00632100	15528
chr2A	90793866	90795335	+	TraesARI2A03G00632180	5212
chr2A	90847055	90851257	+	TraesARI2A03G00632210	3915
chr2A	90862994	90868655	+	TraesARI2A03G00632240	14388
chr2A	92309821	92312712	-	TraesARI2A03G00632410	16554
chr2A	92323381	92326125	-	TraesARI2A03G00632430	3470
chr2A	92330208	92334601	-	TraesARI2A03G00632440	7305
chr2A	93958417	93961999	-	TraesARI2A03G00632740	3893
chr2A	93962143	93964471	+	TraesARI2A03G00632750	6352
chr2A	94022272	94025793	+	TraesARI2A03G00632810	8522
chr2A	94138866	94140227	+	TraesARI2A03G00632860	5903
chr2A	94170902	94172109	+	TraesARI2A03G00632930	12870
chr2A	94209419	94210695	-	TraesARI2A03G00632970	8558
chr2A	95821467	95822104	+	TraesARI2A03G00633460	1874
chr2A	95937808	95944332	+	TraesARI2A03G00633530	11366
chr2A	96046719	96048491	+	TraesARI2A03G00633580	7941
chr2A	96191943	96198329	+	TraesARI2A03G00633660	5708
chr2A	96199140	96202452	-	TraesARI2A03G00633670	12495
chr2A	97933874	97938457	+	TraesARI2A03G00633930	9699
chr2A	97933874	97938457	+	TraesARI2A03G00633930	9699
chr2A	97948266	97957690	+	TraesARI2A03G00633950	7224
chr2A	98223704	98227703	+	TraesARI2A03G00633980	3201
chr2A	98240136	98242374	+	TraesARI2A03G00634030	17780
chr2A	98242258	98247382	-	TraesARI2A03G00634040	4151
chr2A	99188776	99189755	-	TraesARI2A03G00634420	13515
chr2A	99190294	99205154	-	TraesARI2A03G00634430	5202
chr2A	99743986	99745704	-	TraesARI2A03G00634510	7610
chr2A	99748751	99750921	-	TraesARI2A03G00634520	9477
chr2A	100071491	100073657	-	TraesARI2A03G00634600	1437
chr2A	100456336	100458414	+	TraesARI2A03G00634690	17231
chr2A	100558989	100561025	-	TraesARI2A03G00634700	17218
chr2A	100682884	100683459	+	TraesARI2A03G00634760	2326
chr2A	100738052	100739912	-	TraesARI2A03G00634770	17907
chr2A	101026059	101029990	-	TraesARI2A03G00634930	16000
chr2A	101321131	101324916	+	TraesARI2A03G00634980	13719
chr2A	101326355	101328569	+	TraesARI2A03G00634990	14186
chr2A	101330563	101332924	+	TraesARI2A03G00635000	380
chr2A	101336569	101339417	-	TraesARI2A03G00635010	17636
chr2A	101437613	101440699	+	TraesARI2A03G00635030	8443
chr2A	101564556	101569906	+	TraesARI2A03G00635070	9416
chr2A	101697221	101698167	+	TraesARI2A03G00635140	16921
chr2A	101700410	101701175	-	TraesARI2A03G00635150	1997
chr2A	101743362	101746445	+	TraesARI2A03G00635220	15819
chr2A	101765508	101767768	-	TraesARI2A03G00635240	2203
chr2A	101980196	101982773	+	TraesARI2A03G00635340	9898
chr2A	101982443	101982688	-	TraesARI2A03G00635350	51
chr2A	102212082	102219031	-	TraesARI2A03G00635450	14515
chr2A	102223136	102226095	+	TraesARI2A03G00635460	16904
chr2A	102288455	102290060	-	TraesARI2A03G00635490	9215
chr2A	102583159	102588333	+	TraesARI2A03G00635590	9292
chr2A	102590424	102593448	-	TraesARI2A03G00635600	8235
chr2A	102595601	102605896	-	TraesARI2A03G00635610	8869
chr2A	102818975	102823156	-	TraesARI2A03G00635660	10481
chr2A	103072586	103073665	-	TraesARI2A03G00635700	6065
chr2A	103073929	103076205	-	TraesARI2A03G00635710	17847
chr2A	103073929	103076205	-	TraesARI2A03G00635710	17847
chr2A	103086954	103087785	-	TraesARI2A03G00635730	5401
chr2A	103201004	103201867	+	TraesARI2A03G00635810	16945
chr2A	103214558	103215918	+	TraesARI2A03G00635820	1316
chr2A	103304007	103304845	-	TraesARI2A03G00635860	1506
chr2A	103313456	103314115	+	TraesARI2A03G00635870	15632
chr2A	104030724	104032028	-	TraesARI2A03G00636100	12168
chr2A	104464651	104466092	+	TraesARI2A03G00636300	17944
chr2A	104777640	104780265	+	TraesARI2A03G00636370	8928
chr2A	104857343	104859882	+	TraesARI2A03G00636380	9882
chr2A	104859920	104861745	-	TraesARI2A03G00636390	17762
chr2A	104958037	104961121	+	TraesARI2A03G00636440	8690
chr2A	105393866	105395470	+	TraesARI2A03G00636540	18281
chr2A	105480782	105481607	-	TraesARI2A03G00636610	398
chr2A	105522920	105523982	+	TraesARI2A03G00636660	16520
chr2A	105609022	105613991	+	TraesARI2A03G00636680	3625
chr2A	105609022	105613991	+	TraesARI2A03G00636680	3625
chr2A	105615703	105621020	+	TraesARI2A03G00636690	1420
chr2A	105619894	105620769	-	TraesARI2A03G00636700	620
chr2A	106785262	106790537	-	TraesARI2A03G00636950	5316
chr2A	107159765	107161615	-	TraesARI2A03G00637010	14498
chr2A	107294079	107296586	+	TraesARI2A03G00637060	16696
chr2A	108178857	108183691	+	TraesARI2A03G00637280	11661
chr2A	109495157	109499524	+	TraesARI2A03G00637530	17768
chr2A	111303409	111308261	-	TraesARI2A03G00637820	7567
chr2A	111308442	111311947	+	TraesARI2A03G00637830	1498
chr2A	111337044	111339112	+	TraesARI2A03G00637860	11923
chr2A	111788043	111791648	+	TraesARI2A03G00638040	15963
chr2A	113649907	113656482	-	TraesARI2A03G00638370	14807
chr2A	113662431	113663735	-	TraesARI2A03G00638400	16834
chr2A	113760924	113762996	-	TraesARI2A03G00638490	7795
chr2A	114123594	114124918	-	TraesARI2A03G00638610	15601
chr2A	114319884	114321895	-	TraesARI2A03G00638730	13907
chr2A	114390371	114393449	-	TraesARI2A03G00638760	11943
chr2A	114681454	114685323	-	TraesARI2A03G00638850	18294
chr2A	114687664	114688535	-	TraesARI2A03G00638860	159
chr2A	114958742	114961213	-	TraesARI2A03G00638970	7650
chr2A	115231533	115239928	+	TraesARI2A03G00638980	12086
chr2A	115255276	115256117	+	TraesARI2A03G00639020	5099
chr2A	115267173	115271486	+	TraesARI2A03G00639040	1253
chr2A	115267173	115271486	+	TraesARI2A03G00639040	1253
chr2A	115521154	115525120	+	TraesARI2A03G00639070	10155
chr2A	115527976	115535145	-	TraesARI2A03G00639080	6447
chr2A	115567762	115571596	+	TraesARI2A03G00639130	11479
chr2A	115828265	115832984	-	TraesARI2A03G00639200	15896
chr2A	115957080	115959469	+	TraesARI2A03G00639220	15790
chr2A	115961688	115964868	+	TraesARI2A03G00639230	11821
chr2A	116277819	116279457	+	TraesARI2A03G00639300	13549
chr2A	117031853	117034954	-	TraesARI2A03G00639440	2718
chr2A	117053313	117055285	-	TraesARI2A03G00639480	13312
chr2A	117255912	117258840	-	TraesARI2A03G00639550	2990
chr2A	117639699	117640805	-	TraesARI2A03G00639620	379
chr2A	117728146	117729175	-	TraesARI2A03G00639660	5345
chr2A	118352192	118357989	+	TraesARI2A03G00639840	10046
chr2A	118366450	118367896	-	TraesARI2A03G00639850	1638
chr2A	118607948	118608742	-	TraesARI2A03G00639940	7588
chr2A	118610864	118615029	-	TraesARI2A03G00639950	10559
chr2A	119096564	119100217	-	TraesARI2A03G00640060	4533
chr2A	119102307	119104878	-	TraesARI2A03G00640070	5537
chr2A	119105362	119111254	-	TraesARI2A03G00640080	10674
chr2A	119310524	119313961	-	TraesARI2A03G00640180	7990
chr2A	120076767	120077734	+	TraesARI2A03G00640310	3513
chr2A	120475352	120477149	+	TraesARI2A03G00640420	6880
chr2A	120479253	120484380	-	TraesARI2A03G00640430	12933
chr2A	120681952	120682813	-	TraesARI2A03G00640460	17714
chr2A	120789820	120790717	-	TraesARI2A03G00640550	17707
chr2A	121158290	121163505	-	TraesARI2A03G00640670	10602
chr2A	121242614	121245062	+	TraesARI2A03G00640710	12242
chr2A	121251759	121256991	-	TraesARI2A03G00640730	13860
chr2A	121596424	121602236	+	TraesARI2A03G00640760	14249
chr2A	122014321	122022699	-	TraesARI2A03G00640810	8176
chr2A	123129376	123135757	+	TraesARI2A03G00641010	16621
chr2A	123489033	123494125	-	TraesARI2A03G00641120	1647
chr2A	123532350	123537192	-	TraesARI2A03G00641170	11636
chr2A	124268379	124270637	-	TraesARI2A03G00641270	10320
chr2A	124436179	124445851	+	TraesARI2A03G00641320	1746
chr2A	124461438	124462467	+	TraesARI2A03G00641340	13118
chr2A	124735863	124737955	-	TraesARI2A03G00641410	1876
chr2A	125205941	125208879	+	TraesARI2A03G00641510	12569
chr2A	125281478	125283595	-	TraesARI2A03G00641560	4922
chr2A	125286824	125293719	-	TraesARI2A03G00641570	10859
chr2A	125341998	125344016	-	TraesARI2A03G00641610	12205
chr2A	125520882	125523161	-	TraesARI2A03G00641670	12204
chr2A	126037767	126041625	-	TraesARI2A03G00641800	17039
chr2A	126639015	126639810	+	TraesARI2A03G00641890	8797
chr2A	126644009	126647712	+	TraesARI2A03G00641900	11120
chr2A	126806577	126809924	+	TraesARI2A03G00641950	10513
chr2A	127329120	127332356	-	TraesARI2A03G00642080	5141
chr2A	128162761	128165033	+	TraesARI2A03G00642300	11784
chr2A	128162761	128165033	+	TraesARI2A03G00642300	11784
chr2A	128435620	128440933	-	TraesARI2A03G00642370	15653
chr2A	129279275	129283747	+	TraesARI2A03G00642450	6394
chr2A	129287147	129289044	-	TraesARI2A03G00642470	2149
chr2A	130044009	130049751	+	TraesARI2A03G00642610	6060
chr2A	130859448	130860411	-	TraesARI2A03G00642750	5885
chr2A	130862780	130865881	+	TraesARI2A03G00642760	8128
chr2A	130868626	130871169	+	TraesARI2A03G00642770	15745
chr2A	130947036	130956213	-	TraesARI2A03G00642810	4321
chr2A	131479280	131480575	-	TraesARI2A03G00642890	834
chr2A	131837788	131838887	+	TraesARI2A03G00642950	15910
chr2A	131854728	131863210	-	TraesARI2A03G00642980	8554
chr2A	132015133	132016026	-	TraesARI2A03G00643040	1356
chr2A	132419822	132433853	-	TraesARI2A03G00643130	2302
chr2A	133498407	133501437	-	TraesARI2A03G00643300	12090
chr2A	133613519	133614315	-	TraesARI2A03G00643360	2025
chr2A	133617019	133621258	+	TraesARI2A03G00643370	9251
chr2A	133832086	133834068	+	TraesARI2A03G00643510	15217
chr2A	133835985	133839752	-	TraesARI2A03G00643520	15218
chr2A	133846106	133847973	+	TraesARI2A03G00643530	8491
chr2A	134122384	134125748	-	TraesARI2A03G00643630	2528
chr2A	134449904	134452085	-	TraesARI2A03G00643710	18335
chr2A	135055054	135059171	-	TraesARI2A03G00643800	2042
chr2A	135243358	135248704	+	TraesARI2A03G00643840	5516
chr2A	135252684	135259127	+	TraesARI2A03G00643860	5916
chr2A	135923614	135925980	+	TraesARI2A03G00643990	6048
chr2A	136140783	136142362	+	TraesARI2A03G00644060	3001
chr2A	136140783	136142362	+	TraesARI2A03G00644060	3001
chr2A	136213468	136216971	-	TraesARI2A03G00644150	5450
chr2A	136661159	136671438	+	TraesARI2A03G00644210	8423
chr2A	136986700	136990061	+	TraesARI2A03G00644330	5983
chr2A	137203823	137208547	+	TraesARI2A03G00644470	5182
chr2A	137208808	137209464	+	TraesARI2A03G00644480	12873
chr2A	137321635	137322229	+	TraesARI2A03G00644560	12872
chr2A	137321635	137322229	+	TraesARI2A03G00644560	12872
chr2A	137337968	137338545	+	TraesARI2A03G00644580	707
chr2A	137340604	137342035	-	TraesARI2A03G00644590	15266
chr2A	138205891	138207604	+	TraesARI2A03G00644880	924
chr2A	138209101	138213262	+	TraesARI2A03G00644890	1064
chr2A	138221890	138226163	-	TraesARI2A03G00644920	3266
chr2A	138820174	138822145	-	TraesARI2A03G00645010	16562
chr2A	140343047	140356303	+	TraesARI2A03G00645420	6942
chr2A	140481546	140503797	-	TraesARI2A03G00645470	5576
chr2A	140741542	140746370	-	TraesARI2A03G00645520	5849
chr2A	141118133	141122015	+	TraesARI2A03G00645580	10330
chr2A	141410554	141414331	+	TraesARI2A03G00645670	12448
chr2A	141410554	141414331	+	TraesARI2A03G00645670	12448
chr2A	141538505	141547217	+	TraesARI2A03G00645720	997
chr2A	141538505	141547217	+	TraesARI2A03G00645720	997
chr2A	142248433	142250427	+	TraesARI2A03G00645870	2006
chr2A	142471756	142474372	+	TraesARI2A03G00645920	1966
chr2A	142506061	142507045	-	TraesARI2A03G00645970	670
chr2A	142937842	142938515	-	TraesARI2A03G00646080	11334
chr2A	143468560	143470915	+	TraesARI2A03G00646140	14930
chr2A	143874529	143875383	+	TraesARI2A03G00646240	11724
chr2A	143880596	143881371	+	TraesARI2A03G00646260	371
chr2A	143916736	143921175	+	TraesARI2A03G00646270	13982
chr2A	143922119	143922876	+	TraesARI2A03G00646280	433
chr2A	144107548	144115764	+	TraesARI2A03G00646310	7612
chr2A	144213496	144217235	+	TraesARI2A03G00646390	15843
chr2A	144222135	144226472	-	TraesARI2A03G00646400	2721
chr2A	144462190	144467696	-	TraesARI2A03G00646430	4647
chr2A	144709430	144711651	-	TraesARI2A03G00646530	3189
chr2A	145349958	145356863	-	TraesARI2A03G00646610	5458
chr2A	146088428	146089675	-	TraesARI2A03G00646760	17531
chr2A	146217436	146226853	-	TraesARI2A03G00646780	9732
chr2A	146217436	146226853	-	TraesARI2A03G00646780	9732
chr2A	146673012	146675465	-	TraesARI2A03G00646820	8211
chr2A	146685643	146690434	+	TraesARI2A03G00646860	12118
chr2A	146752447	146754565	-	TraesARI2A03G00646950	17621
chr2A	147193950	147194767	+	TraesARI2A03G00646980	1990
chr2A	147796243	147804090	+	TraesARI2A03G00647140	4581
chr2A	147807641	147810678	+	TraesARI2A03G00647150	5464
chr2A	148035871	148038883	+	TraesARI2A03G00647200	8978
chr2A	148039995	148043386	+	TraesARI2A03G00647210	15847
chr2A	148055365	148056885	+	TraesARI2A03G00647250	12974
chr2A	148401041	148402575	-	TraesARI2A03G00647330	11908
chr2A	148402941	148405731	-	TraesARI2A03G00647340	6717
chr2A	148420044	148426402	+	TraesARI2A03G00647370	9211
chr2A	149340697	149342757	-	TraesARI2A03G00647620	3672
chr2A	149698032	149699574	-	TraesARI2A03G00647730	12289
chr2A	150452612	150464406	+	TraesARI2A03G00647820	5632
chr2A	151157727	151161361	+	TraesARI2A03G00647960	17477
chr2A	152527441	152528635	+	TraesARI2A03G00648090	5548
chr2A	153499535	153501863	+	TraesARI2A03G00648210	14978
chr2A	154198951	154200500	-	TraesARI2A03G00648340	2013
chr2A	154605997	154610310	+	TraesARI2A03G00648470	1932
chr2A	154953092	154961313	-	TraesARI2A03G00648570	7823
chr2A	155531897	155532595	-	TraesARI2A03G00648790	9348
chr2A	155671292	155673486	+	TraesARI2A03G00648870	15433
chr2A	155764369	155768919	-	TraesARI2A03G00648930	15354
chr2A	156466928	156470962	-	TraesARI2A03G00649010	8077
chr2A	156532536	156535103	+	TraesARI2A03G00649040	2668
chr2A	156543876	156546070	+	TraesARI2A03G00649070	9837
chr2A	156911346	156920901	+	TraesARI2A03G00649140	12981
chr2A	157024910	157032111	+	TraesARI2A03G00649180	10336
chr2A	157024910	157032111	+	TraesARI2A03G00649180	10336
chr2A	157433791	157435062	+	TraesARI2A03G00649280	3718
chr2A	157570752	157573848	+	TraesARI2A03G00649320	12741
chr2A	158044366	158045550	+	TraesARI2A03G00649390	5404
chr2A	158063825	158075220	-	TraesARI2A03G00649410	6563
chr2A	158839358	158846469	+	TraesARI2A03G00649600	7900
chr2A	159799277	159803585	-	TraesARI2A03G00649880	8549
chr2A	159883735	159888699	-	TraesARI2A03G00649900	1223
chr2A	160283240	160285074	+	TraesARI2A03G00650000	6459
chr2A	160804206	160809033	+	TraesARI2A03G00650180	12552
chr2A	160810240	160812795	-	TraesARI2A03G00650190	1552
chr2A	161022017	161023157	-	TraesARI2A03G00650290	1243
chr2A	161244063	161245688	+	TraesARI2A03G00650370	1841
chr2A	161245743	161248397	-	TraesARI2A03G00650380	1639
chr2A	161368790	161373994	+	TraesARI2A03G00650400	4689
chr2A	162049986	162051161	+	TraesARI2A03G00650470	13854
chr2A	162619810	162622240	+	TraesARI2A03G00650520	8204
chr2A	162804706	162805755	-	TraesARI2A03G00650550	3563
chr2A	163176418	163178975	+	TraesARI2A03G00650610	3383
chr2A	163610093	163612320	-	TraesARI2A03G00650710	11978
chr2A	164242356	164243356	+	TraesARI2A03G00651000	15375
chr2A	164297895	164306682	-	TraesARI2A03G00651060	7667
chr2A	164746455	164749755	-	TraesARI2A03G00651150	15438
chr2A	164820870	164824768	-	TraesARI2A03G00651180	5689
chr2A	164986911	164988997	-	TraesARI2A03G00651270	10576
chr2A	165516548	165519153	+	TraesARI2A03G00651460	16063
chr2A	165519237	165523205	-	TraesARI2A03G00651470	115
chr2A	165633225	165636625	-	TraesARI2A03G00651510	12130
chr2A	165701551	165704887	+	TraesARI2A03G00651610	11235
chr2A	165715273	165719155	+	TraesARI2A03G00651630	14731
chr2A	165720765	165725825	+	TraesARI2A03G00651640	8217
chr2A	165725976	165735811	+	TraesARI2A03G00651650	18365
chr2A	166201699	166206756	+	TraesARI2A03G00651780	10228
chr2A	166816406	166823130	+	TraesARI2A03G00651950	8132
chr2A	167838904	167843154	-	TraesARI2A03G00652140	8299
chr2A	168196537	168201944	+	TraesARI2A03G00652190	17491
chr2A	169289396	169313030	+	TraesARI2A03G00652360	11385
chr2A	169438679	169441393	+	TraesARI2A03G00652390	17343
chr2A	169761767	169767671	-	TraesARI2A03G00652490	3943
chr2A	169908011	169910294	+	TraesARI2A03G00652550	9256
chr2A	169910626	169913372	+	TraesARI2A03G00652560	17121
chr2A	169915108	169916547	-	TraesARI2A03G00652570	3320
chr2A	170433236	170434495	+	TraesARI2A03G00652640	10832
chr2A	170770289	170772002	+	TraesARI2A03G00652810	7830
chr2A	170779015	170780295	+	TraesARI2A03G00652830	1434
chr2A	170788556	170789990	+	TraesARI2A03G00652840	9197
chr2A	171035260	171038846	-	TraesARI2A03G00652870	16885
chr2A	171345046	171348629	+	TraesARI2A03G00652920	10026
chr2A	171952614	171956998	-	TraesARI2A03G00653040	17101
chr2A	172613976	172622404	+	TraesARI2A03G00653210	5349
chr2A	173242811	173253423	+	TraesARI2A03G00653370	5587
chr2A	173610318	173615614	-	TraesARI2A03G00653490	2150
chr2A	174254496	174255552	+	TraesARI2A03G00653600	6470
chr2A	174285206	174287104	+	TraesARI2A03G00653630	17351
chr2A	174896053	174900200	+	TraesARI2A03G00653770	12883
chr2A	175484941	175486188	+	TraesARI2A03G00653880	15951
chr2A	175486140	175491718	-	TraesARI2A03G00653890	5343
chr2A	175675728	175684722	+	TraesARI2A03G00653910	8966
chr2A	175699688	175705619	+	TraesARI2A03G00653960	11767
chr2A	175811535	175816036	+	TraesARI2A03G00653990	4200
chr2A	175816369	175824090	+	TraesARI2A03G00654000	11691
chr2A	176457267	176471795	+	TraesARI2A03G00654050	8277
chr2A	177316835	177320995	+	TraesARI2A03G00654310	15118
chr2A	177435158	177437887	-	TraesARI2A03G00654340	10993
chr2A	178226819	178228455	+	TraesARI2A03G00654510	14341
chr2A	178532820	178537838	+	TraesARI2A03G00654540	5851
chr2A	178538981	178544562	-	TraesARI2A03G00654550	4417
chr2A	179744751	179754841	-	TraesARI2A03G00654860	2985
chr2A	180485517	180489638	-	TraesARI2A03G00654960	11336
chr2A	180548240	180551540	-	TraesARI2A03G00655000	3618
chr2A	180868084	180878102	+	TraesARI2A03G00655150	11364
chr2A	181019461	181021154	-	TraesARI2A03G00655190	9538
chr2A	181301399	181303271	+	TraesARI2A03G00655300	4891
chr2A	181589538	181590793	+	TraesARI2A03G00655360	141
chr2A	181861563	181862437	-	TraesARI2A03G00655410	14396
chr2A	182224831	182227204	+	TraesARI2A03G00655450	7965
chr2A	183224843	183226045	+	TraesARI2A03G00655580	3927
chr2A	183962933	183967762	+	TraesARI2A03G00655820	8547
chr2A	184467172	184472489	-	TraesARI2A03G00655920	11692
chr2A	184651790	184654135	-	TraesARI2A03G00655940	4398
chr2A	185154264	185160181	-	TraesARI2A03G00656060	2447
chr2A	186243910	186247984	+	TraesARI2A03G00656310	13382
chr2A	186680926	186682614	+	TraesARI2A03G00656470	1106
chr2A	186682902	186684442	-	TraesARI2A03G00656480	5945
chr2A	186685597	186695292	-	TraesARI2A03G00656490	10875
chr2A	188297525	188299725	+	TraesARI2A03G00656760	1827
chr2A	191195462	191203714	-	TraesARI2A03G00657510	6570
chr2A	192401628	192405177	+	TraesARI2A03G00657730	2600
chr2A	192434626	192435848	-	TraesARI2A03G00657770	13647
chr2A	192802590	192805362	+	TraesARI2A03G00657870	17120
chr2A	192819671	192824136	-	TraesARI2A03G00657900	725
chr2A	192857320	192865855	-	TraesARI2A03G00657910	2981
chr2A	193123798	193126959	-	TraesARI2A03G00657970	8090
chr2A	194032837	194038399	+	TraesARI2A03G00658320	12025
chr2A	194071743	194082326	+	TraesARI2A03G00658380	7457
chr2A	194358089	194362536	+	TraesARI2A03G00658460	7458
chr2A	195289876	195296354	+	TraesARI2A03G00658880	2218
chr2A	195312182	195318690	-	TraesARI2A03G00658910	5703
chr2A	195858283	195860286	-	TraesARI2A03G00658960	2094
chr2A	195858283	195860286	-	TraesARI2A03G00658960	2094
chr2A	195986036	195988589	+	TraesARI2A03G00658980	8683
chr2A	195996876	195997616	+	TraesARI2A03G00659010	2063
chr2A	196235286	196236770	-	TraesARI2A03G00659070	10457
chr2A	196434733	196440345	+	TraesARI2A03G00659200	7009
chr2A	197836147	197841110	+	TraesARI2A03G00659560	8435
chr2A	198007847	198011354	-	TraesARI2A03G00659600	6480
chr2A	198007847	198011354	-	TraesARI2A03G00659600	6480
chr2A	198334881	198339439	-	TraesARI2A03G00659680	2176
chr2A	198778391	198788215	-	TraesARI2A03G00659850	6126
chr2A	198899868	198904315	-	TraesARI2A03G00659910	2700
chr2A	199316306	199321738	+	TraesARI2A03G00659960	8517
chr2A	200724326	200730184	+	TraesARI2A03G00660150	7551
chr2A	200735248	200738275	-	TraesARI2A03G00660180	15542
chr2A	200754203	200757156	-	TraesARI2A03G00660230	15541
chr2A	201458612	201459235	-	TraesARI2A03G00660410	1293
chr2A	201497430	201502234	+	TraesARI2A03G00660430	9481
chr2A	201503790	201504850	-	TraesARI2A03G00660440	177
chr2A	201508684	201512180	-	TraesARI2A03G00660450	17144
chr2A	201512744	201516635	+	TraesARI2A03G00660460	17122
chr2A	201626704	201628107	+	TraesARI2A03G00660480	14011
chr2A	201628372	201634650	-	TraesARI2A03G00660490	8442
chr2A	201923070	201926469	-	TraesARI2A03G00660570	10221
chr2A	201928640	201931416	+	TraesARI2A03G00660580	17134
chr2A	201985539	201989536	-	TraesARI2A03G00660690	17155
chr2A	202108397	202112869	-	TraesARI2A03G00660770	17133
chr2A	202479886	202483052	-	TraesARI2A03G00660980	7750
chr2A	203674405	203675763	+	TraesARI2A03G00661330	1330
chr2A	203745790	203754110	-	TraesARI2A03G00661370	3614
chr2A	203763185	203764145	-	TraesARI2A03G00661390	5554
chr2A	204041961	204047689	+	TraesARI2A03G00661480	899
chr2A	204047552	204055666	-	TraesARI2A03G00661490	7080
chr2A	204463346	204464568	+	TraesARI2A03G00661570	17265
chr2A	204466509	204468513	-	TraesARI2A03G00661590	10375
chr2A	204468315	204477252	+	TraesARI2A03G00661600	6579
chr2A	204961796	204964099	+	TraesARI2A03G00661690	5003
chr2A	204967217	204970606	-	TraesARI2A03G00661700	14755
chr2A	204999452	205003974	-	TraesARI2A03G00661750	3566
chr2A	204999452	205003974	-	TraesARI2A03G00661750	3566
chr2A	205429878	205435175	-	TraesARI2A03G00661840	12433
chr2A	205691848	205694224	+	TraesARI2A03G00661940	2395
chr2A	206115928	206117892	+	TraesARI2A03G00662060	11525
chr2A	206126586	206127518	+	TraesARI2A03G00662090	8708
chr2A	206200902	206201784	+	TraesARI2A03G00662100	8707
chr2A	206209034	206216232	-	TraesARI2A03G00662120	5164
chr2A	206265074	206266331	-	TraesARI2A03G00662170	4241
chr2A	206747039	206749652	+	TraesARI2A03G00662290	11248
chr2A	207844440	207847365	-	TraesARI2A03G00662500	6064
chr2A	209158129	209165882	+	TraesARI2A03G00662820	6641
chr2A	210494273	210499117	-	TraesARI2A03G00663040	5459
chr2A	211408576	211412890	+	TraesARI2A03G00663170	3174
chr2A	211677347	211681254	+	TraesARI2A03G00663250	4049
chr2A	211883309	211883611	-	TraesARI2A03G00663290	3066
chr2A	211895654	211900061	-	TraesARI2A03G00663300	16774
chr2A	212197814	212198565	-	TraesARI2A03G00663380	1796
chr2A	212977009	212977960	+	TraesARI2A03G00663550	7267
chr2A	213159630	213161015	-	TraesARI2A03G00663710	2227
chr2A	213622093	213627753	+	TraesARI2A03G00663860	4189
chr2A	215296164	215309712	-	TraesARI2A03G00664090	4671
chr2A	216936733	216940559	-	TraesARI2A03G00664280	2207
chr2A	216953919	216960537	-	TraesARI2A03G00664290	8056
chr2A	217898207	217907331	+	TraesARI2A03G00664470	3314
chr2A	218747139	218755658	-	TraesARI2A03G00664580	16286
chr2A	219135756	219140322	+	TraesARI2A03G00664700	6922
chr2A	220980422	220983470	+	TraesARI2A03G00665030	2623
chr2A	221359379	221365934	-	TraesARI2A03G00665050	1848
chr2A	222499392	222507168	-	TraesARI2A03G00665160	7143
chr2A	223687947	223692524	-	TraesARI2A03G00665340	5429
chr2A	225383944	225389631	+	TraesARI2A03G00665560	15807
chr2A	226423101	226429572	-	TraesARI2A03G00665780	9871
chr2A	226624364	226630886	-	TraesARI2A03G00665870	13141
chr2A	227636362	227641362	+	TraesARI2A03G00666060	6696
chr2A	228520140	228524752	-	TraesARI2A03G00666140	3100
chr2A	230204291	230225604	+	TraesARI2A03G00666440	16458
chr2A	231190411	231192134	-	TraesARI2A03G00666650	18145
chr2A	232285134	232296017	+	TraesARI2A03G00666860	12594
chr2A	232296344	232301885	-	TraesARI2A03G00666880	3898
chr2A	233120908	233128598	+	TraesARI2A03G00667070	7635
chr2A	234386521	234391199	+	TraesARI2A03G00667290	6330
chr2A	234391376	234396648	-	TraesARI2A03G00667300	4174
chr2A	235716327	235719076	+	TraesARI2A03G00667590	17462
chr2A	236092037	236100453	+	TraesARI2A03G00667670	3992
chr2A	244497983	244509541	+	TraesARI2A03G00668960	9088
chr2A	247241939	247243778	+	TraesARI2A03G00669380	17930
chr2A	248883055	248898324	+	TraesARI2A03G00669570	10824
chr2A	248938665	248940233	+	TraesARI2A03G00669600	18044
chr2A	249888356	249900717	+	TraesARI2A03G00669800	6039
chr2A	250552563	250553737	-	TraesARI2A03G00669960	1933
chr2A	253348431	253376606	+	TraesARI2A03G00670290	5163
chr2A	253455922	253457946	-	TraesARI2A03G00670340	4332
chr2A	266216704	266243395	+	TraesARI2A03G00671970	6161
chr2A	267317364	267323072	-	TraesARI2A03G00672190	15658
chr2A	267949708	267970964	-	TraesARI2A03G00672280	5747
