Chr	Start	End	Strand	Gene	TriadGrp
chr2A	638434297	638438537	-	TraesLAC2A03G00756970	11079
chr2A	638434297	638438537	-	TraesLAC2A03G00756970	11079
chr2A	638667281	638675118	-	TraesLAC2A03G00757000	8177
chr2A	638690421	638694448	-	TraesLAC2A03G00757020	16823
chr2A	638827795	638828801	+	TraesLAC2A03G00757050	1193
chr2A	639175914	639177160	-	TraesLAC2A03G00757140	169
chr2A	639179285	639180489	-	TraesLAC2A03G00757150	1112
chr2A	639190624	639192909	+	TraesLAC2A03G00757180	2076
chr2A	639369248	639372850	+	TraesLAC2A03G00757240	16818
chr2A	639890916	639895150	-	TraesLAC2A03G00757470	17301
chr2A	639890916	639895150	-	TraesLAC2A03G00757470	17301
chr2A	639943550	639944597	+	TraesLAC2A03G00757500	8338
chr2A	640211078	640213350	-	TraesLAC2A03G00757550	2065
chr2A	640697166	640698127	+	TraesLAC2A03G00757710	1991
chr2A	640751821	640752018	-	TraesLAC2A03G00757720	6792
chr2A	641729636	641731266	+	TraesLAC2A03G00757820	7799
chr2A	643031321	643038010	-	TraesLAC2A03G00758000	11622
chr2A	643031321	643038010	-	TraesLAC2A03G00758000	11622
chr2A	643253823	643255155	+	TraesLAC2A03G00758090	1169
chr2A	643260976	643262174	+	TraesLAC2A03G00758110	897
chr2A	643274224	643277226	+	TraesLAC2A03G00758130	11401
chr2A	643752440	643756494	+	TraesLAC2A03G00758210	1835
chr2A	645117586	645119663	+	TraesLAC2A03G00758460	15032
chr2A	645121235	645128757	-	TraesLAC2A03G00758470	9818
chr2A	645135870	645138998	+	TraesLAC2A03G00758480	11089
chr2A	645261772	645262996	-	TraesLAC2A03G00758550	1969
chr2A	645873002	645875907	+	TraesLAC2A03G00758750	13546
chr2A	645878930	645887179	+	TraesLAC2A03G00758760	7050
chr2A	645878930	645887179	+	TraesLAC2A03G00758760	7050
chr2A	646266136	646269700	+	TraesLAC2A03G00758850	5695
chr2A	646273697	646277433	-	TraesLAC2A03G00758880	15206
chr2A	646913094	646917760	-	TraesLAC2A03G00759000	7712
chr2A	647186761	647195909	+	TraesLAC2A03G00759100	16686
chr2A	647201229	647203245	-	TraesLAC2A03G00759120	15614
chr2A	647344952	647346251	-	TraesLAC2A03G00759160	6051
chr2A	647392613	647394288	+	TraesLAC2A03G00759210	8360
chr2A	647411451	647413484	-	TraesLAC2A03G00759240	16277
chr2A	647504724	647507464	+	TraesLAC2A03G00759250	16278
chr2A	647581417	647583415	-	TraesLAC2A03G00759290	16655
chr2A	647871850	647874183	+	TraesLAC2A03G00759320	16627
chr2A	647874350	647878690	-	TraesLAC2A03G00759330	4531
chr2A	647913000	647915575	-	TraesLAC2A03G00759360	15260
chr2A	647916110	647921964	-	TraesLAC2A03G00759370	13182
chr2A	648102050	648102915	-	TraesLAC2A03G00759420	9820
chr2A	648112288	648116475	-	TraesLAC2A03G00759440	1963
chr2A	648152457	648153336	-	TraesLAC2A03G00759460	17547
chr2A	648176336	648177115	-	TraesLAC2A03G00759490	17577
chr2A	648350758	648356675	-	TraesLAC2A03G00759530	16996
chr2A	648579494	648581705	+	TraesLAC2A03G00759580	14646
chr2A	648941620	648947034	+	TraesLAC2A03G00759690	1529
chr2A	648941620	648947034	+	TraesLAC2A03G00759690	1529
chr2A	648948472	648952503	-	TraesLAC2A03G00759700	14280
chr2A	648948472	648952503	-	TraesLAC2A03G00759700	14280
chr2A	648970179	648974972	-	TraesLAC2A03G00759710	14284
chr2A	648970179	648974972	-	TraesLAC2A03G00759710	14284
chr2A	649265356	649268041	+	TraesLAC2A03G00759770	16536
chr2A	649265356	649268041	+	TraesLAC2A03G00759770	16536
chr2A	649442034	649445539	+	TraesLAC2A03G00759790	4138
chr2A	649442034	649445539	+	TraesLAC2A03G00759790	4138
chr2A	649938368	649942392	+	TraesLAC2A03G00759850	8459
chr2A	649938368	649942392	+	TraesLAC2A03G00759850	8459
chr2A	650461492	650465845	+	TraesLAC2A03G00760060	15740
chr2A	650465937	650467934	-	TraesLAC2A03G00760070	14666
chr2A	650499126	650505066	+	TraesLAC2A03G00760110	8952
chr2A	650621960	650625277	+	TraesLAC2A03G00760150	12949
chr2A	650625870	650644383	+	TraesLAC2A03G00760160	9977
chr2A	650799474	650800917	-	TraesLAC2A03G00760180	16551
chr2A	650859506	650860078	+	TraesLAC2A03G00760220	162
chr2A	650867770	650868717	-	TraesLAC2A03G00760240	2755
chr2A	651131490	651135360	-	TraesLAC2A03G00760370	3723
chr2A	651823936	651826169	+	TraesLAC2A03G00760630	18152
chr2A	652546982	652547569	+	TraesLAC2A03G00760810	11596
chr2A	652561414	652564545	-	TraesLAC2A03G00760830	7126
chr2A	653109933	653121481	+	TraesLAC2A03G00760960	16614
chr2A	653402034	653408642	-	TraesLAC2A03G00760980	17485
chr2A	654067264	654073615	-	TraesLAC2A03G00761140	5638
chr2A	654488746	654492967	+	TraesLAC2A03G00761230	13161
chr2A	654853653	654859507	+	TraesLAC2A03G00761330	4328
chr2A	654903498	654905184	+	TraesLAC2A03G00761370	7634
chr2A	655219213	655229012	+	TraesLAC2A03G00761410	3118
chr2A	655229310	655231123	-	TraesLAC2A03G00761420	3067
chr2A	655284595	655287572	-	TraesLAC2A03G00761440	8892
chr2A	655284595	655287572	-	TraesLAC2A03G00761440	8892
chr2A	655467361	655472613	+	TraesLAC2A03G00761540	14698
chr2A	655479832	655482920	+	TraesLAC2A03G00761560	14699
chr2A	655795045	655799394	+	TraesLAC2A03G00761640	17051
chr2A	655847271	655865970	+	TraesLAC2A03G00761650	7895
chr2A	656075355	656079542	+	TraesLAC2A03G00761700	15062
chr2A	656083106	656088414	+	TraesLAC2A03G00761710	12895
chr2A	656646446	656648735	+	TraesLAC2A03G00761840	10567
chr2A	656646446	656648735	+	TraesLAC2A03G00761840	10567
chr2A	656646446	656648735	+	TraesLAC2A03G00761840	10567
chr2A	657007520	657012083	-	TraesLAC2A03G00761940	8503
chr2A	657139184	657140615	-	TraesLAC2A03G00761950	7778
chr2A	657266064	657268384	+	TraesLAC2A03G00762020	10412
chr2A	657266064	657268384	+	TraesLAC2A03G00762020	10412
chr2A	657268598	657274638	-	TraesLAC2A03G00762030	10148
chr2A	657274982	657278123	+	TraesLAC2A03G00762040	15805
chr2A	657274982	657278123	+	TraesLAC2A03G00762040	15805
chr2A	657490860	657496841	+	TraesLAC2A03G00762070	8613
chr2A	657773686	657777786	+	TraesLAC2A03G00762120	8614
chr2A	657876041	657881396	+	TraesLAC2A03G00762150	5147
chr2A	657876041	657881396	+	TraesLAC2A03G00762150	5147
chr2A	657882037	657886403	+	TraesLAC2A03G00762160	15128
chr2A	657887032	657889701	-	TraesLAC2A03G00762180	5336
chr2A	658141971	658146985	-	TraesLAC2A03G00762230	11214
chr2A	658281753	658284915	-	TraesLAC2A03G00762270	13542
chr2A	658426874	658428424	-	TraesLAC2A03G00762300	8138
chr2A	658677129	658679845	-	TraesLAC2A03G00762480	16642
chr2A	658850977	658859178	+	TraesLAC2A03G00762550	10235
chr2A	658860453	658862515	-	TraesLAC2A03G00762560	17339
chr2A	661210738	661214929	+	TraesLAC2A03G00762990	13833
chr2A	661219374	661224759	+	TraesLAC2A03G00763000	4827
chr2A	661224785	661227305	-	TraesLAC2A03G00763010	15241
chr2A	661527786	661530334	+	TraesLAC2A03G00763210	12696
chr2A	661796663	661799352	-	TraesLAC2A03G00763280	1788
chr2A	661825516	661826005	+	TraesLAC2A03G00763290	4346
chr2A	662059118	662061181	+	TraesLAC2A03G00763320	3699
chr2A	662065453	662071752	-	TraesLAC2A03G00763330	7347
chr2A	662339306	662340882	+	TraesLAC2A03G00763360	2652
chr2A	663155452	663157613	-	TraesLAC2A03G00763560	3516
chr2A	663428087	663430450	+	TraesLAC2A03G00763610	7503
chr2A	663438997	663440796	+	TraesLAC2A03G00763640	12776
chr2A	663456397	663458985	+	TraesLAC2A03G00763670	12777
chr2A	663504922	663506651	+	TraesLAC2A03G00763700	209
chr2A	663559479	663565425	-	TraesLAC2A03G00763730	14303
chr2A	663708300	663711345	+	TraesLAC2A03G00763810	7703
chr2A	663732834	663734060	+	TraesLAC2A03G00763830	15660
chr2A	664010132	664012535	-	TraesLAC2A03G00763930	692
chr2A	664877489	664882288	+	TraesLAC2A03G00764170	13033
chr2A	665058610	665059395	-	TraesLAC2A03G00764290	12531
chr2A	665064196	665065133	+	TraesLAC2A03G00764310	382
chr2A	665071266	665075078	-	TraesLAC2A03G00764330	14364
chr2A	665071266	665075078	-	TraesLAC2A03G00764330	14364
chr2A	665175107	665178692	+	TraesLAC2A03G00764450	15962
chr2A	665263698	665270226	+	TraesLAC2A03G00764460	10207
chr2A	665638466	665640557	+	TraesLAC2A03G00764560	15746
chr2A	665645983	665647941	+	TraesLAC2A03G00764580	13669
chr2A	665648908	665654724	-	TraesLAC2A03G00764590	8870
chr2A	665731565	665732845	-	TraesLAC2A03G00764660	6867
chr2A	665872982	665877355	-	TraesLAC2A03G00764710	7446
chr2A	666054800	666056119	-	TraesLAC2A03G00764760	1568
chr2A	666078952	666080185	-	TraesLAC2A03G00764790	17310
chr2A	666084089	666085523	-	TraesLAC2A03G00764800	17315
chr2A	666098413	666099686	-	TraesLAC2A03G00764810	17325
chr2A	666202856	666205913	+	TraesLAC2A03G00764870	5357
chr2A	666290919	666291477	+	TraesLAC2A03G00764880	8671
chr2A	666367073	666372295	-	TraesLAC2A03G00764930	17461
chr2A	666367073	666372295	-	TraesLAC2A03G00764930	17461
chr2A	666367073	666372295	-	TraesLAC2A03G00764930	17461
chr2A	666680544	666684345	+	TraesLAC2A03G00765040	13538
chr2A	666690986	666692129	+	TraesLAC2A03G00765050	15300
chr2A	666692296	666693624	+	TraesLAC2A03G00765060	2784
chr2A	666744720	666750566	+	TraesLAC2A03G00765120	6670
chr2A	666802783	666803574	-	TraesLAC2A03G00765150	1671
chr2A	667148714	667151153	+	TraesLAC2A03G00765200	11693
chr2A	667151093	667154165	-	TraesLAC2A03G00765210	5880
chr2A	667154885	667159318	-	TraesLAC2A03G00765220	9134
chr2A	667384546	667389151	+	TraesLAC2A03G00765250	3114
chr2A	667384546	667389151	+	TraesLAC2A03G00765250	3114
chr2A	667676136	667677374	-	TraesLAC2A03G00765360	17546
chr2A	667676136	667677374	-	TraesLAC2A03G00765360	17546
chr2A	667706865	667707885	-	TraesLAC2A03G00765370	17540
chr2A	667733242	667734730	-	TraesLAC2A03G00765380	17598
chr2A	667778797	667781084	-	TraesLAC2A03G00765420	17890
chr2A	667785066	667788885	+	TraesLAC2A03G00765440	4467
chr2A	667790525	667790722	+	TraesLAC2A03G00765460	9751
chr2A	667809105	667812312	+	TraesLAC2A03G00765480	12451
chr2A	667809105	667812312	+	TraesLAC2A03G00765480	12451
chr2A	667853316	667854660	+	TraesLAC2A03G00765520	16244
chr2A	667864478	667865823	+	TraesLAC2A03G00765530	3623
chr2A	668205648	668208610	+	TraesLAC2A03G00765710	8852
chr2A	668209264	668223725	-	TraesLAC2A03G00765720	7028
chr2A	668270857	668274154	+	TraesLAC2A03G00765740	4156
chr2A	668274875	668277881	-	TraesLAC2A03G00765750	14263
chr2A	668628705	668629915	-	TraesLAC2A03G00765900	17593
chr2A	668709642	668710955	-	TraesLAC2A03G00765980	17595
chr2A	668759086	668760535	+	TraesLAC2A03G00766000	17551
chr2A	668801216	668802060	+	TraesLAC2A03G00766070	6918
chr2A	669445882	669454624	+	TraesLAC2A03G00766280	14648
chr2A	669465544	669473709	+	TraesLAC2A03G00766290	14649
chr2A	669475116	669484135	+	TraesLAC2A03G00766300	14650
chr2A	669475116	669484135	+	TraesLAC2A03G00766300	14650
chr2A	669908488	669909583	-	TraesLAC2A03G00766520	8350
chr2A	669908488	669909583	-	TraesLAC2A03G00766520	8350
chr2A	669921998	669924796	+	TraesLAC2A03G00766540	4592
chr2A	669944109	669947134	+	TraesLAC2A03G00766560	13156
chr2A	669944109	669947134	+	TraesLAC2A03G00766560	13156
chr2A	669947386	669949226	+	TraesLAC2A03G00766570	8095
chr2A	670401891	670407886	-	TraesLAC2A03G00766720	9069
chr2A	670401891	670407886	-	TraesLAC2A03G00766720	9069
chr2A	671224530	671229599	-	TraesLAC2A03G00766900	9070
chr2A	671485427	671490503	-	TraesLAC2A03G00766980	9352
chr2A	671497939	671500275	+	TraesLAC2A03G00767000	9245
chr2A	671592678	671597142	-	TraesLAC2A03G00767110	6118
chr2A	671708644	671712994	-	TraesLAC2A03G00767180	5016
chr2A	671718853	671724170	-	TraesLAC2A03G00767190	11646
chr2A	672057830	672066845	-	TraesLAC2A03G00767260	4337
chr2A	672057830	672066845	-	TraesLAC2A03G00767260	4337
chr2A	672325222	672330724	-	TraesLAC2A03G00767330	10725
chr2A	672325222	672330724	-	TraesLAC2A03G00767330	10725
chr2A	672800194	672802357	+	TraesLAC2A03G00767550	12522
chr2A	672800194	672802357	+	TraesLAC2A03G00767550	12522
chr2A	672864133	672866798	-	TraesLAC2A03G00767590	17438
chr2A	672864133	672866798	-	TraesLAC2A03G00767590	17438
chr2A	672868287	672870871	-	TraesLAC2A03G00767600	7377
chr2A	672897990	672903003	+	TraesLAC2A03G00767630	16444
chr2A	672897990	672903003	+	TraesLAC2A03G00767630	16444
chr2A	672903185	672905266	-	TraesLAC2A03G00767640	344
chr2A	673384654	673386515	-	TraesLAC2A03G00767940	4195
chr2A	673484162	673486013	+	TraesLAC2A03G00768030	12650
chr2A	673513426	673521216	+	TraesLAC2A03G00768080	14148
chr2A	673523955	673531535	+	TraesLAC2A03G00768100	2967
chr2A	673554022	673558621	+	TraesLAC2A03G00768110	9517
chr2A	673562341	673566111	+	TraesLAC2A03G00768130	11352
chr2A	673728092	673730118	+	TraesLAC2A03G00768150	6648
chr2A	673738387	673740945	-	TraesLAC2A03G00768170	5647
chr2A	673787541	673793237	+	TraesLAC2A03G00768180	7643
chr2A	674033867	674036305	+	TraesLAC2A03G00768270	16232
chr2A	674033867	674036305	+	TraesLAC2A03G00768270	16232
chr2A	674039798	674042345	+	TraesLAC2A03G00768290	2250
chr2A	674043840	674046055	-	TraesLAC2A03G00768300	14717
chr2A	674091515	674095076	-	TraesLAC2A03G00768310	16042
chr2A	674091515	674095076	-	TraesLAC2A03G00768310	16042
chr2A	674318190	674321066	+	TraesLAC2A03G00768440	5908
chr2A	674351196	674353364	+	TraesLAC2A03G00768480	14719
chr2A	674859181	674862214	-	TraesLAC2A03G00768630	15213
chr2A	674863181	674865622	-	TraesLAC2A03G00768640	3574
chr2A	675192906	675196990	-	TraesLAC2A03G00768710	4369
chr2A	675230246	675234909	-	TraesLAC2A03G00768790	2736
chr2A	675431493	675432332	-	TraesLAC2A03G00768980	4129
chr2A	675431493	675432332	-	TraesLAC2A03G00768980	4129
chr2A	675431493	675432332	-	TraesLAC2A03G00768980	4129
chr2A	675453491	675454765	-	TraesLAC2A03G00769010	3822
chr2A	675606186	675608510	+	TraesLAC2A03G00769060	6405
chr2A	675618288	675623388	+	TraesLAC2A03G00769080	13142
chr2A	675700950	675702195	-	TraesLAC2A03G00769130	17596
chr2A	675845235	675846461	-	TraesLAC2A03G00769160	7998
chr2A	675851192	675857311	+	TraesLAC2A03G00769170	967
chr2A	675891332	675893360	+	TraesLAC2A03G00769200	18350
chr2A	676518979	676523629	+	TraesLAC2A03G00769310	14732
chr2A	676518979	676523629	+	TraesLAC2A03G00769310	14732
chr2A	676518979	676523629	+	TraesLAC2A03G00769310	14732
chr2A	677794245	677796315	-	TraesLAC2A03G00769710	10512
chr2A	677804826	677807270	-	TraesLAC2A03G00769730	10511
chr2A	677804826	677807270	-	TraesLAC2A03G00769730	10511
chr2A	677936223	677938347	+	TraesLAC2A03G00769860	10537
chr2A	678321534	678325097	-	TraesLAC2A03G00769990	2197
chr2A	678822466	678829837	-	TraesLAC2A03G00770160	3473
chr2A	678842368	678843075	-	TraesLAC2A03G00770190	10396
chr2A	678860563	678866634	+	TraesLAC2A03G00770200	5658
chr2A	679541906	679547369	+	TraesLAC2A03G00770490	13303
chr2A	679547742	679549696	+	TraesLAC2A03G00770500	4607
chr2A	679547742	679549696	+	TraesLAC2A03G00770500	4607
chr2A	679734686	679736075	-	TraesLAC2A03G00770660	17012
chr2A	679767318	679771431	+	TraesLAC2A03G00770700	9169
chr2A	680165233	680169065	+	TraesLAC2A03G00770740	12015
chr2A	680286554	680295720	+	TraesLAC2A03G00770790	7069
chr2A	680296288	680302110	+	TraesLAC2A03G00770800	3556
chr2A	680474968	680481345	+	TraesLAC2A03G00770910	6164
chr2A	681005701	681008047	-	TraesLAC2A03G00771090	11988
chr2A	681005701	681008047	-	TraesLAC2A03G00771090	11988
chr2A	681210387	681221848	+	TraesLAC2A03G00771160	16096
chr2A	681420496	681424261	+	TraesLAC2A03G00771280	7696
chr2A	681424409	681426093	-	TraesLAC2A03G00771290	5105
chr2A	681465206	681466524	-	TraesLAC2A03G00771310	16864
chr2A	681948106	681950809	+	TraesLAC2A03G00771490	15809
chr2A	682044208	682045383	+	TraesLAC2A03G00771560	2017
chr2A	682070309	682071724	+	TraesLAC2A03G00771630	615
chr2A	682086426	682087069	+	TraesLAC2A03G00771640	9009
chr2A	682088568	682090154	-	TraesLAC2A03G00771650	83
chr2A	682102730	682111044	+	TraesLAC2A03G00771670	12563
chr2A	682114451	682115879	+	TraesLAC2A03G00771680	12701
chr2A	682121997	682127198	+	TraesLAC2A03G00771710	5812
chr2A	682121997	682127198	+	TraesLAC2A03G00771710	5812
chr2A	682241193	682242391	+	TraesLAC2A03G00771780	792
chr2A	682293914	682297827	+	TraesLAC2A03G00771890	12083
chr2A	683436456	683438590	+	TraesLAC2A03G00772370	7794
chr2A	683438276	683441480	-	TraesLAC2A03G00772380	2769
chr2A	683442422	683446040	-	TraesLAC2A03G00772390	10688
chr2A	683446236	683450285	-	TraesLAC2A03G00772400	5729
chr2A	683616606	683620643	+	TraesLAC2A03G00772460	15997
chr2A	683624457	683626201	+	TraesLAC2A03G00772470	455
chr2A	683788452	683792555	-	TraesLAC2A03G00772590	14754
chr2A	683819607	683822556	+	TraesLAC2A03G00772600	2614
chr2A	683819607	683822556	+	TraesLAC2A03G00772600	2614
chr2A	683822857	683825659	-	TraesLAC2A03G00772610	2161
chr2A	683825904	683833619	-	TraesLAC2A03G00772620	11107
chr2A	683838319	683844687	+	TraesLAC2A03G00772630	5267
chr2A	684164989	684171289	+	TraesLAC2A03G00772740	14083
chr2A	684172502	684175764	-	TraesLAC2A03G00772750	8133
chr2A	684364186	684368345	-	TraesLAC2A03G00772790	10978
chr2A	684400762	684403290	+	TraesLAC2A03G00772820	10682
chr2A	684400762	684403290	+	TraesLAC2A03G00772820	10682
chr2A	684403489	684406613	+	TraesLAC2A03G00772830	6327
chr2A	684827530	684829008	-	TraesLAC2A03G00772980	13407
chr2A	685131493	685137596	-	TraesLAC2A03G00773150	4967
chr2A	685918696	685920411	+	TraesLAC2A03G00773440	9360
chr2A	686141290	686144419	+	TraesLAC2A03G00773570	9717
chr2A	686148617	686153078	+	TraesLAC2A03G00773590	8636
chr2A	686602806	686603545	-	TraesLAC2A03G00773800	17961
chr2A	687234976	687240887	+	TraesLAC2A03G00774100	2301
chr2A	687821888	687835684	-	TraesLAC2A03G00774300	14404
chr2A	687883604	687887976	-	TraesLAC2A03G00774310	8219
chr2A	687937196	687939535	+	TraesLAC2A03G00774370	12636
chr2A	688050686	688056775	+	TraesLAC2A03G00774460	7862
chr2A	688436196	688439870	+	TraesLAC2A03G00774560	2173
chr2A	688436196	688439870	+	TraesLAC2A03G00774560	2173
chr2A	688487960	688490463	+	TraesLAC2A03G00774620	4285
chr2A	688645413	688647628	-	TraesLAC2A03G00774690	12057
chr2A	689092739	689097782	-	TraesLAC2A03G00774740	16845
chr2A	689527787	689532249	+	TraesLAC2A03G00774790	15116
chr2A	689636915	689642460	+	TraesLAC2A03G00774840	12457
chr2A	689644958	689651431	-	TraesLAC2A03G00774860	9184
chr2A	689766997	689770672	+	TraesLAC2A03G00774930	10436
chr2A	689798600	689801701	+	TraesLAC2A03G00774950	15756
chr2A	689865458	689870352	+	TraesLAC2A03G00774980	14045
chr2A	690066255	690069978	+	TraesLAC2A03G00775090	13347
chr2A	690315856	690317603	+	TraesLAC2A03G00775190	17951
chr2A	690318791	690322510	+	TraesLAC2A03G00775200	15084
chr2A	690318791	690322510	+	TraesLAC2A03G00775200	15084
chr2A	690318791	690322510	+	TraesLAC2A03G00775200	15084
chr2A	690609026	690611333	+	TraesLAC2A03G00775430	7512
chr2A	690653288	690654226	-	TraesLAC2A03G00775490	12908
chr2A	691093406	691094746	+	TraesLAC2A03G00775630	17938
chr2A	691891716	691893155	+	TraesLAC2A03G00775850	17908
chr2A	691914706	691921094	+	TraesLAC2A03G00775870	6346
chr2A	691980976	691983548	+	TraesLAC2A03G00775880	10545
chr2A	691984232	691987422	+	TraesLAC2A03G00775890	3395
chr2A	691984232	691987422	+	TraesLAC2A03G00775890	3395
chr2A	691988569	691991944	-	TraesLAC2A03G00775900	6865
chr2A	692135016	692135570	+	TraesLAC2A03G00775930	13749
chr2A	692156553	692157275	-	TraesLAC2A03G00775970	5451
chr2A	692388500	692391513	+	TraesLAC2A03G00776110	1692
chr2A	693214183	693217921	+	TraesLAC2A03G00776190	10180
chr2A	693223216	693224770	+	TraesLAC2A03G00776200	7970
chr2A	693948838	693952320	+	TraesLAC2A03G00776590	2309
chr2A	693953140	693953905	-	TraesLAC2A03G00776600	1264
chr2A	694253253	694254976	+	TraesLAC2A03G00776640	15930
chr2A	694507669	694509123	-	TraesLAC2A03G00776670	1210
chr2A	694635776	694639676	+	TraesLAC2A03G00776720	4844
chr2A	694705404	694705905	-	TraesLAC2A03G00776800	6053
chr2A	694710635	694711185	-	TraesLAC2A03G00776810	6054
chr2A	695001111	695002718	-	TraesLAC2A03G00776940	14450
chr2A	695006952	695010069	-	TraesLAC2A03G00776950	5159
chr2A	695055831	695057245	-	TraesLAC2A03G00776980	1109
chr2A	695812771	695815491	+	TraesLAC2A03G00777250	2021
chr2A	696098662	696106684	-	TraesLAC2A03G00777320	18105
chr2A	696119565	696121142	+	TraesLAC2A03G00777350	2404
chr2A	696124176	696133650	+	TraesLAC2A03G00777360	18104
chr2A	696124176	696133650	+	TraesLAC2A03G00777360	18104
chr2A	696721438	696725968	+	TraesLAC2A03G00777570	1864
chr2A	696738825	696740244	+	TraesLAC2A03G00777600	13815
chr2A	696738825	696740244	+	TraesLAC2A03G00777600	13815
chr2A	696738825	696740244	+	TraesLAC2A03G00777600	13815
chr2A	697088479	697090509	-	TraesLAC2A03G00777730	13814
chr2A	697397492	697398125	-	TraesLAC2A03G00777810	14209
chr2A	697400858	697401645	-	TraesLAC2A03G00777820	14211
chr2A	697993786	697995234	-	TraesLAC2A03G00777940	4370
chr2A	698146119	698146857	+	TraesLAC2A03G00778010	15505
chr2A	698647586	698648036	+	TraesLAC2A03G00778400	15506
chr2A	698748358	698749257	+	TraesLAC2A03G00778410	2015
chr2A	698908923	698911832	+	TraesLAC2A03G00778500	4566
chr2A	699066979	699069773	+	TraesLAC2A03G00778520	17746
chr2A	699066979	699069773	+	TraesLAC2A03G00778520	17746
chr2A	699070307	699077159	+	TraesLAC2A03G00778530	4079
chr2A	699070307	699077159	+	TraesLAC2A03G00778530	4079
chr2A	699078014	699082754	+	TraesLAC2A03G00778540	15177
chr2A	699078014	699082754	+	TraesLAC2A03G00778540	15177
chr2A	699174180	699180482	+	TraesLAC2A03G00778560	2704
chr2A	699208080	699209197	+	TraesLAC2A03G00778580	16989
chr2A	699953297	699955555	-	TraesLAC2A03G00778770	12795
chr2A	699958269	699963069	-	TraesLAC2A03G00778790	151
chr2A	699963180	699965861	+	TraesLAC2A03G00778800	3957
chr2A	699965892	699969439	-	TraesLAC2A03G00778810	2780
chr2A	699969574	699972332	+	TraesLAC2A03G00778820	1118
chr2A	699972455	699977541	-	TraesLAC2A03G00778830	16873
chr2A	699972455	699977541	-	TraesLAC2A03G00778830	16873
chr2A	700267436	700270127	+	TraesLAC2A03G00778870	15463
chr2A	700700935	700706229	-	TraesLAC2A03G00778940	8677
chr2A	700900112	700902758	+	TraesLAC2A03G00779020	6104
chr2A	700943483	700945530	-	TraesLAC2A03G00779090	8209
chr2A	700982888	700988176	-	TraesLAC2A03G00779130	8421
chr2A	701032462	701039458	+	TraesLAC2A03G00779190	5889
chr2A	701366712	701369240	-	TraesLAC2A03G00779400	16804
chr2A	701366712	701369240	-	TraesLAC2A03G00779400	16804
chr2A	701373991	701375137	+	TraesLAC2A03G00779410	17307
chr2A	701640800	701642137	-	TraesLAC2A03G00779520	9388
chr2A	701662667	701663775	-	TraesLAC2A03G00779530	9387
chr2A	701729366	701733081	+	TraesLAC2A03G00779580	8300
chr2A	701795306	701796934	+	TraesLAC2A03G00779590	17366
chr2A	701797936	701799581	-	TraesLAC2A03G00779600	4806
chr2A	701895186	701896923	-	TraesLAC2A03G00779640	4807
chr2A	702042273	702046215	+	TraesLAC2A03G00779750	12210
chr2A	702143796	702145558	+	TraesLAC2A03G00779860	9762
chr2A	702210714	702211418	+	TraesLAC2A03G00779890	10648
chr2A	702215981	702216211	+	TraesLAC2A03G00779900	10650
chr2A	702315284	702315787	+	TraesLAC2A03G00779950	10649
chr2A	702441984	702446954	-	TraesLAC2A03G00780070	5886
chr2A	702710120	702711972	+	TraesLAC2A03G00780110	15225
chr2A	702710120	702711972	+	TraesLAC2A03G00780110	15225
chr2A	702890504	702892446	-	TraesLAC2A03G00780200	4837
chr2A	703181291	703182856	-	TraesLAC2A03G00780310	1865
chr2A	703197126	703200178	+	TraesLAC2A03G00780320	17361
chr2A	703320806	703323960	+	TraesLAC2A03G00780350	3619
chr2A	703325635	703328791	-	TraesLAC2A03G00780360	17140
chr2A	704010701	704012157	+	TraesLAC2A03G00780540	3365
chr2A	704012648	704015919	-	TraesLAC2A03G00780550	2096
chr2A	704221220	704225623	+	TraesLAC2A03G00780680	4365
chr2A	704742666	704745784	+	TraesLAC2A03G00780850	3116
chr2A	704805926	704806735	-	TraesLAC2A03G00780890	1961
chr2A	704805926	704806735	-	TraesLAC2A03G00780890	1961
chr2A	704810372	704816123	+	TraesLAC2A03G00780900	1312
chr2A	704810372	704816123	+	TraesLAC2A03G00780900	1312
chr2A	705351028	705352941	-	TraesLAC2A03G00781280	4693
chr2A	705351028	705352941	-	TraesLAC2A03G00781280	4693
chr2A	705450447	705452047	+	TraesLAC2A03G00781370	14380
chr2A	706048444	706051373	-	TraesLAC2A03G00781750	7147
chr2A	706048444	706051373	-	TraesLAC2A03G00781750	7147
chr2A	706057346	706061689	-	TraesLAC2A03G00781770	5567
chr2A	706513987	706515099	+	TraesLAC2A03G00781920	9051
chr2A	706608714	706613960	-	TraesLAC2A03G00781990	12960
chr2A	706826516	706828171	+	TraesLAC2A03G00782030	15465
chr2A	706841754	706842625	-	TraesLAC2A03G00782050	12155
chr2A	706943806	706946591	+	TraesLAC2A03G00782120	10106
chr2A	706943806	706946591	+	TraesLAC2A03G00782120	10106
chr2A	707282895	707287209	+	TraesLAC2A03G00782300	9158
chr2A	707539674	707547603	-	TraesLAC2A03G00782430	10113
chr2A	707552262	707554275	-	TraesLAC2A03G00782440	1484
chr2A	707671845	707674228	-	TraesLAC2A03G00782480	9159
chr2A	707686383	707690598	-	TraesLAC2A03G00782490	13148
chr2A	707754851	707758459	+	TraesLAC2A03G00782520	8441
chr2A	707754851	707758459	+	TraesLAC2A03G00782520	8441
chr2A	707943849	707945940	-	TraesLAC2A03G00782740	11891
chr2A	708104765	708106060	-	TraesLAC2A03G00782840	13508
chr2A	708407766	708414714	+	TraesLAC2A03G00783070	18157
chr2A	708499226	708501314	+	TraesLAC2A03G00783210	6708
